,county,candidate,party,votes,race name,state
1337,Sonoma,Yvonne Girard,REP,196,Governor,CA
1338,Sonoma,Peter Y Liu,REP,414,Governor,CA
1339,Sonoma,"Robert C. Newman, II",REP,424,Governor,CA
1340,Sonoma,Christopher N. Carlson,GRN,108,Governor,CA
1341,Sonoma,Josh Jones,GRN,188,Governor,CA
1342,Sonoma,Zoltan Istvan,LIB,128,Governor,CA
1343,Sonoma,Nickolas Wildstar,LIB,158,Governor,CA
1344,Sonoma,Gloria Estela La Riva,P&F,232,Governor,CA
1345,Sonoma,Shubham Goel,NPP,20,Governor,CA
1346,Sonoma,"Hakan ""Hawk"" Mikado",NPP,59,Governor,CA
1347,Sonoma,Desmond Silveira,NPP,62,Governor,CA
1348,Sonoma,Jeffrey Edward Taylor,NPP,20,Governor,CA
1349,Sonoma,Johnny Wattenburg,NPP,94,Governor,CA
1350,Stanislaus,Akinyemi Agbede,DEM,44,Governor,CA
1351,Stanislaus,J. Bribiesca,DEM,116,Governor,CA
1352,Stanislaus,Thomas Jefferson Cares,DEM,100,Governor,CA
1353,Stanislaus,John Chiang,DEM,"3,228",Governor,CA
1354,Stanislaus,Delaine Eastin,DEM,"1,282",Governor,CA
1355,Stanislaus,Robert Davidson Griffis,DEM,53,Governor,CA
1356,Stanislaus,Albert Caesar Mezzetti,DEM,80,Governor,CA
1357,Stanislaus,Gavin Newsom,DEM,"11,222",Governor,CA
1358,Stanislaus,Amanda Renteria,DEM,729,Governor,CA
1359,Stanislaus,Michael Shellenberger,DEM,300,Governor,CA
1360,Stanislaus,Klement Tinaj,DEM,27,Governor,CA
1361,Stanislaus,Antonio Villaraigosa,DEM,"5,786",Governor,CA
1362,Stanislaus,Travis Allen,REP,"7,799",Governor,CA
1363,Stanislaus,John H. Cox,REP,"14,517",Governor,CA
1364,Stanislaus,Yvonne Girard,REP,161,Governor,CA
1365,Stanislaus,Peter Y Liu,REP,136,Governor,CA
1366,Stanislaus,"Robert C. Newman, II",REP,537,Governor,CA
1367,Stanislaus,Christopher N. Carlson,GRN,52,Governor,CA
1368,Stanislaus,Josh Jones,GRN,98,Governor,CA
1369,Stanislaus,Zoltan Istvan,LIB,64,Governor,CA
1370,Stanislaus,Nickolas Wildstar,LIB,126,Governor,CA
1371,Stanislaus,Gloria Estela La Riva,P&F,145,Governor,CA
1372,Stanislaus,Shubham Goel,NPP,31,Governor,CA
1373,Stanislaus,"Hakan ""Hawk"" Mikado",NPP,46,Governor,CA
1374,Stanislaus,Desmond Silveira,NPP,80,Governor,CA
1375,Stanislaus,Jeffrey Edward Taylor,NPP,78,Governor,CA
1376,Stanislaus,Johnny Wattenburg,NPP,35,Governor,CA
1377,Sutter,Akinyemi Agbede,DEM,16,Governor,CA
1378,Sutter,J. Bribiesca,DEM,44,Governor,CA
1379,Sutter,Thomas Jefferson Cares,DEM,34,Governor,CA
1380,Sutter,John Chiang,DEM,819,Governor,CA
1381,Sutter,Delaine Eastin,DEM,136,Governor,CA
1382,Sutter,Robert Davidson Griffis,DEM,79,Governor,CA
1383,Sutter,Albert Caesar Mezzetti,DEM,14,Governor,CA
1384,Sutter,Gavin Newsom,DEM,"1,785",Governor,CA
1385,Sutter,Amanda Renteria,DEM,122,Governor,CA
1386,Sutter,Michael Shellenberger,DEM,59,Governor,CA
1387,Sutter,Klement Tinaj,DEM,8,Governor,CA
1388,Sutter,Antonio Villaraigosa,DEM,851,Governor,CA
1389,Sutter,Travis Allen,REP,"1,840",Governor,CA
1390,Sutter,John H. Cox,REP,"4,157",Governor,CA
1391,Sutter,Yvonne Girard,REP,59,Governor,CA
1392,Sutter,Peter Y Liu,REP,124,Governor,CA
1393,Sutter,"Robert C. Newman, II",REP,62,Governor,CA
1394,Sutter,Christopher N. Carlson,GRN,15,Governor,CA
1395,Sutter,Josh Jones,GRN,18,Governor,CA
1396,Sutter,Zoltan Istvan,LIB,18,Governor,CA
1397,Sutter,Nickolas Wildstar,LIB,22,Governor,CA
1398,Sutter,Gloria Estela La Riva,P&F,76,Governor,CA
1399,Sutter,Shubham Goel,NPP,103,Governor,CA
1400,Sutter,"Hakan ""Hawk"" Mikado",NPP,7,Governor,CA
1401,Sutter,Desmond Silveira,NPP,16,Governor,CA
1402,Sutter,Jeffrey Edward Taylor,NPP,6,Governor,CA
1403,Sutter,Johnny Wattenburg,NPP,20,Governor,CA
1404,Tehama,Akinyemi Agbede,DEM,7,Governor,CA
1405,Tehama,J. Bribiesca,DEM,17,Governor,CA
1406,Tehama,Thomas Jefferson Cares,DEM,24,Governor,CA
1407,Tehama,John Chiang,DEM,478,Governor,CA
1408,Tehama,Delaine Eastin,DEM,226,Governor,CA
1409,Tehama,Robert Davidson Griffis,DEM,49,Governor,CA
1410,Tehama,Albert Caesar Mezzetti,DEM,18,Governor,CA
1411,Tehama,Gavin Newsom,DEM,"1,375",Governor,CA
1412,Tehama,Amanda Renteria,DEM,157,Governor,CA
1413,Tehama,Michael Shellenberger,DEM,68,Governor,CA
1414,Tehama,Klement Tinaj,DEM,3,Governor,CA
1415,Tehama,Antonio Villaraigosa,DEM,391,Governor,CA
1416,Tehama,Travis Allen,REP,"2,065",Governor,CA
1417,Tehama,John H. Cox,REP,"4,268",Governor,CA
1418,Tehama,Yvonne Girard,REP,95,Governor,CA
1419,Tehama,Peter Y Liu,REP,126,Governor,CA
1420,Tehama,"Robert C. Newman, II",REP,83,Governor,CA
1421,Tehama,Christopher N. Carlson,GRN,11,Governor,CA
1422,Tehama,Josh Jones,GRN,10,Governor,CA
1423,Tehama,Zoltan Istvan,LIB,16,Governor,CA
1424,Tehama,Nickolas Wildstar,LIB,21,Governor,CA
1425,Tehama,Gloria Estela La Riva,P&F,65,Governor,CA
1426,Tehama,Shubham Goel,NPP,2,Governor,CA
1427,Tehama,"Hakan ""Hawk"" Mikado",NPP,10,Governor,CA
1428,Tehama,Desmond Silveira,NPP,9,Governor,CA
1429,Tehama,Jeffrey Edward Taylor,NPP,14,Governor,CA
1430,Tehama,Johnny Wattenburg,NPP,27,Governor,CA
1431,Trinity,Akinyemi Agbede,DEM,4,Governor,CA
1432,Trinity,J. Bribiesca,DEM,36,Governor,CA
1433,Trinity,Thomas Jefferson Cares,DEM,10,Governor,CA
1434,Trinity,John Chiang,DEM,178,Governor,CA
1435,Trinity,Delaine Eastin,DEM,162,Governor,CA
1436,Trinity,Robert Davidson Griffis,DEM,3,Governor,CA
1437,Trinity,Albert Caesar Mezzetti,DEM,7,Governor,CA
1438,Trinity,Gavin Newsom,DEM,769,Governor,CA
1439,Trinity,Amanda Renteria,DEM,77,Governor,CA
1440,Trinity,Michael Shellenberger,DEM,30,Governor,CA
1441,Trinity,Klement Tinaj,DEM,0,Governor,CA
1442,Trinity,Antonio Villaraigosa,DEM,149,Governor,CA
1443,Trinity,Travis Allen,REP,581,Governor,CA
1444,Trinity,John H. Cox,REP,"1,047",Governor,CA
1445,Trinity,Yvonne Girard,REP,28,Governor,CA
1446,Trinity,Peter Y Liu,REP,31,Governor,CA
1447,Trinity,"Robert C. Newman, II",REP,25,Governor,CA
1448,Trinity,Christopher N. Carlson,GRN,14,Governor,CA
1449,Trinity,Josh Jones,GRN,23,Governor,CA
1450,Trinity,Zoltan Istvan,LIB,21,Governor,CA
1451,Trinity,Nickolas Wildstar,LIB,14,Governor,CA
1452,Trinity,Gloria Estela La Riva,P&F,15,Governor,CA
1453,Trinity,Shubham Goel,NPP,4,Governor,CA
1454,Trinity,"Hakan ""Hawk"" Mikado",NPP,3,Governor,CA
1455,Trinity,Desmond Silveira,NPP,3,Governor,CA
1456,Trinity,Jeffrey Edward Taylor,NPP,3,Governor,CA
1457,Trinity,Johnny Wattenburg,NPP,5,Governor,CA
1458,Tulare,Akinyemi Agbede,DEM,32,Governor,CA
1459,Tulare,J. Bribiesca,DEM,89,Governor,CA
1460,Tulare,Thomas Jefferson Cares,DEM,17,Governor,CA
1461,Tulare,John Chiang,DEM,"1,487",Governor,CA
1462,Tulare,Delaine Eastin,DEM,358,Governor,CA
1463,Tulare,Robert Davidson Griffis,DEM,52,Governor,CA
1464,Tulare,Albert Caesar Mezzetti,DEM,27,Governor,CA
1465,Tulare,Gavin Newsom,DEM,"4,378",Governor,CA
1466,Tulare,Amanda Renteria,DEM,572,Governor,CA
1467,Tulare,Michael Shellenberger,DEM,41,Governor,CA
1468,Tulare,Klement Tinaj,DEM,4,Governor,CA
1469,Tulare,Antonio Villaraigosa,DEM,"4,796",Governor,CA
1470,Tulare,Travis Allen,REP,"6,180",Governor,CA
1471,Tulare,John H. Cox,REP,"10,820",Governor,CA
1472,Tulare,Yvonne Girard,REP,113,Governor,CA
1473,Tulare,Peter Y Liu,REP,101,Governor,CA
1474,Tulare,"Robert C. Newman, II",REP,652,Governor,CA
1475,Tulare,Christopher N. Carlson,GRN,7,Governor,CA
1476,Tulare,Josh Jones,GRN,61,Governor,CA
1477,Tulare,Zoltan Istvan,LIB,26,Governor,CA
1478,Tulare,Nickolas Wildstar,LIB,33,Governor,CA
1479,Tulare,Gloria Estela La Riva,P&F,93,Governor,CA
1480,Tulare,Shubham Goel,NPP,12,Governor,CA
1481,Tulare,"Hakan ""Hawk"" Mikado",NPP,11,Governor,CA
1482,Tulare,Desmond Silveira,NPP,16,Governor,CA
1483,Tulare,Jeffrey Edward Taylor,NPP,9,Governor,CA
1484,Tulare,Johnny Wattenburg,NPP,35,Governor,CA
1485,Tuolumne,Akinyemi Agbede,DEM,9,Governor,CA
1486,Tuolumne,J. Bribiesca,DEM,9,Governor,CA
1487,Tuolumne,Thomas Jefferson Cares,DEM,13,Governor,CA
1488,Tuolumne,John Chiang,DEM,587,Governor,CA
1489,Tuolumne,Delaine Eastin,DEM,308,Governor,CA
1490,Tuolumne,Robert Davidson Griffis,DEM,16,Governor,CA
1491,Tuolumne,Albert Caesar Mezzetti,DEM,13,Governor,CA
1492,Tuolumne,Gavin Newsom,DEM,"2,990",Governor,CA
1493,Tuolumne,Amanda Renteria,DEM,129,Governor,CA
1494,Tuolumne,Michael Shellenberger,DEM,45,Governor,CA
1495,Tuolumne,Klement Tinaj,DEM,0,Governor,CA
1496,Tuolumne,Antonio Villaraigosa,DEM,613,Governor,CA
1497,Tuolumne,Travis Allen,REP,"1,651",Governor,CA
1498,Tuolumne,John H. Cox,REP,"3,794",Governor,CA
1499,Tuolumne,Yvonne Girard,REP,102,Governor,CA
1500,Tuolumne,Peter Y Liu,REP,40,Governor,CA
1501,Tuolumne,"Robert C. Newman, II",REP,50,Governor,CA
1502,Tuolumne,Christopher N. Carlson,GRN,9,Governor,CA
1503,Tuolumne,Josh Jones,GRN,18,Governor,CA
1504,Tuolumne,Zoltan Istvan,LIB,24,Governor,CA
1505,Tuolumne,Nickolas Wildstar,LIB,22,Governor,CA
1506,Tuolumne,Gloria Estela La Riva,P&F,22,Governor,CA
1507,Tuolumne,Shubham Goel,NPP,3,Governor,CA
1508,Tuolumne,"Hakan ""Hawk"" Mikado",NPP,7,Governor,CA
1509,Tuolumne,Desmond Silveira,NPP,12,Governor,CA
1510,Tuolumne,Jeffrey Edward Taylor,NPP,6,Governor,CA
1511,Tuolumne,Johnny Wattenburg,NPP,9,Governor,CA
1512,Ventura,Akinyemi Agbede,DEM,104,Governor,CA
1513,Ventura,J. Bribiesca,DEM,131,Governor,CA
1514,Ventura,Thomas Jefferson Cares,DEM,271,Governor,CA
1515,Ventura,John Chiang,DEM,"11,677",Governor,CA
1516,Ventura,Delaine Eastin,DEM,"2,460",Governor,CA
1517,Ventura,Robert Davidson Griffis,DEM,68,Governor,CA
1518,Ventura,Albert Caesar Mezzetti,DEM,135,Governor,CA
1519,Ventura,Gavin Newsom,DEM,"29,348",Governor,CA
1520,Ventura,Amanda Renteria,DEM,"1,472",Governor,CA
1521,Ventura,Michael Shellenberger,DEM,439,Governor,CA
1522,Ventura,Klement Tinaj,DEM,52,Governor,CA
1523,Ventura,Antonio Villaraigosa,DEM,"14,343",Governor,CA
1524,Ventura,Travis Allen,REP,"10,167",Governor,CA
1525,Ventura,John H. Cox,REP,"36,698",Governor,CA
1526,Ventura,Yvonne Girard,REP,292,Governor,CA
1527,Ventura,Peter Y Liu,REP,354,Governor,CA
1528,Ventura,"Robert C. Newman, II",REP,717,Governor,CA
1529,Ventura,Christopher N. Carlson,GRN,85,Governor,CA
1530,Ventura,Josh Jones,GRN,202,Governor,CA
1531,Ventura,Zoltan Istvan,LIB,230,Governor,CA
1532,Ventura,Nickolas Wildstar,LIB,195,Governor,CA
1533,Ventura,Gloria Estela La Riva,P&F,174,Governor,CA
1534,Ventura,Shubham Goel,NPP,36,Governor,CA
1535,Ventura,"Hakan ""Hawk"" Mikado",NPP,78,Governor,CA
1536,Ventura,Desmond Silveira,NPP,79,Governor,CA
1537,Ventura,Jeffrey Edward Taylor,NPP,50,Governor,CA
1538,Ventura,Johnny Wattenburg,NPP,96,Governor,CA
1539,Yolo,Akinyemi Agbede,DEM,59,Governor,CA
1540,Yolo,J. Bribiesca,DEM,35,Governor,CA
1541,Yolo,Thomas Jefferson Cares,DEM,16,Governor,CA
1542,Yolo,John Chiang,DEM,"3,876",Governor,CA
1543,Yolo,Delaine Eastin,DEM,"1,944",Governor,CA
1544,Yolo,Robert Davidson Griffis,DEM,131,Governor,CA
1545,Yolo,Albert Caesar Mezzetti,DEM,14,Governor,CA
1546,Yolo,Gavin Newsom,DEM,"8,698",Governor,CA
1547,Yolo,Amanda Renteria,DEM,308,Governor,CA
1548,Yolo,Michael Shellenberger,DEM,166,Governor,CA
1549,Yolo,Klement Tinaj,DEM,5,Governor,CA
1550,Yolo,Antonio Villaraigosa,DEM,"3,602",Governor,CA
1551,Yolo,Travis Allen,REP,"1,977",Governor,CA
1552,Yolo,John H. Cox,REP,"5,570",Governor,CA
1553,Yolo,Yvonne Girard,REP,101,Governor,CA
1554,Yolo,Peter Y Liu,REP,214,Governor,CA
1555,Yolo,"Robert C. Newman, II",REP,63,Governor,CA
1556,Yolo,Christopher N. Carlson,GRN,29,Governor,CA
1557,Yolo,Josh Jones,GRN,90,Governor,CA
1558,Yolo,Zoltan Istvan,LIB,58,Governor,CA
1559,Yolo,Nickolas Wildstar,LIB,63,Governor,CA
1560,Yolo,Gloria Estela La Riva,P&F,74,Governor,CA
1561,Yolo,Shubham Goel,NPP,11,Governor,CA
1562,Yolo,"Hakan ""Hawk"" Mikado",NPP,10,Governor,CA
1563,Yolo,Desmond Silveira,NPP,19,Governor,CA
1564,Yolo,Jeffrey Edward Taylor,NPP,5,Governor,CA
1565,Yolo,Johnny Wattenburg,NPP,20,Governor,CA
1566,Yuba,Akinyemi Agbede,DEM,6,Governor,CA
1567,Yuba,J. Bribiesca,DEM,10,Governor,CA
1568,Yuba,Thomas Jefferson Cares,DEM,9,Governor,CA
1569,Yuba,John Chiang,DEM,433,Governor,CA
1570,Yuba,Delaine Eastin,DEM,121,Governor,CA
1571,Yuba,Robert Davidson Griffis,DEM,20,Governor,CA
1572,Yuba,Albert Caesar Mezzetti,DEM,4,Governor,CA
1573,Yuba,Gavin Newsom,DEM,"1,129",Governor,CA
1574,Yuba,Amanda Renteria,DEM,75,Governor,CA
1575,Yuba,Michael Shellenberger,DEM,39,Governor,CA
1576,Yuba,Klement Tinaj,DEM,7,Governor,CA
1577,Yuba,Antonio Villaraigosa,DEM,512,Governor,CA
1578,Yuba,Travis Allen,REP,"1,387",Governor,CA
1579,Yuba,John H. Cox,REP,"2,580",Governor,CA
1580,Yuba,Yvonne Girard,REP,46,Governor,CA
1581,Yuba,Peter Y Liu,REP,91,Governor,CA
1582,Yuba,"Robert C. Newman, II",REP,44,Governor,CA
1583,Yuba,Christopher N. Carlson,GRN,10,Governor,CA
1584,Yuba,Josh Jones,GRN,12,Governor,CA
1585,Yuba,Zoltan Istvan,LIB,9,Governor,CA
1586,Yuba,Nickolas Wildstar,LIB,19,Governor,CA
1587,Yuba,Gloria Estela La Riva,P&F,47,Governor,CA
1588,Yuba,Shubham Goel,NPP,2,Governor,CA
1589,Yuba,"Hakan ""Hawk"" Mikado",NPP,6,Governor,CA
1590,Yuba,Desmond Silveira,NPP,8,Governor,CA
1591,Yuba,Jeffrey Edward Taylor,NPP,2,Governor,CA
1592,Yuba,Johnny Wattenburg,NPP,14,Governor,CA
