,county,candidate,party,votes,race name,state
56,Alpine,Thomas Jefferson Cares,DEM,0,Governor,CA
57,Alpine,John Chiang,DEM,35,Governor,CA
58,Alpine,Delaine Eastin,DEM,15,Governor,CA
59,Alpine,Robert Davidson Griffis,DEM,0,Governor,CA
60,Alpine,Albert Caesar Mezzetti,DEM,0,Governor,CA
61,Alpine,Gavin Newsom,DEM,142,Governor,CA
62,Alpine,Amanda Renteria,DEM,10,Governor,CA
63,Alpine,Michael Shellenberger,DEM,6,Governor,CA
64,Alpine,Klement Tinaj,DEM,0,Governor,CA
65,Alpine,Antonio Villaraigosa,DEM,25,Governor,CA
66,Alpine,Travis Allen,REP,33,Governor,CA
67,Alpine,John H. Cox,REP,88,Governor,CA
68,Alpine,Yvonne Girard,REP,0,Governor,CA
69,Alpine,Peter Y Liu,REP,0,Governor,CA
70,Alpine,"Robert C. Newman, II",REP,0,Governor,CA
71,Alpine,Christopher N. Carlson,GRN,0,Governor,CA
72,Alpine,Josh Jones,GRN,0,Governor,CA
73,Alpine,Zoltan Istvan,LIB,3,Governor,CA
74,Alpine,Nickolas Wildstar,LIB,0,Governor,CA
75,Alpine,Gloria Estela La Riva,P&F,0,Governor,CA
76,Alpine,Shubham Goel,NPP,0,Governor,CA
77,Alpine,"Hakan ""Hawk"" Mikado",NPP,0,Governor,CA
78,Alpine,Desmond Silveira,NPP,0,Governor,CA
79,Alpine,Jeffrey Edward Taylor,NPP,0,Governor,CA
80,Alpine,Johnny Wattenburg,NPP,3,Governor,CA
81,Amador,Akinyemi Agbede,DEM,2,Governor,CA
82,Amador,J. Bribiesca,DEM,4,Governor,CA
83,Amador,Thomas Jefferson Cares,DEM,2,Governor,CA
84,Amador,John Chiang,DEM,368,Governor,CA
85,Amador,Delaine Eastin,DEM,108,Governor,CA
86,Amador,Robert Davidson Griffis,DEM,12,Governor,CA
87,Amador,Albert Caesar Mezzetti,DEM,0,Governor,CA
88,Amador,Gavin Newsom,DEM,917,Governor,CA
89,Amador,Amanda Renteria,DEM,32,Governor,CA
90,Amador,Michael Shellenberger,DEM,13,Governor,CA
91,Amador,Klement Tinaj,DEM,0,Governor,CA
92,Amador,Antonio Villaraigosa,DEM,244,Governor,CA
93,Amador,Travis Allen,REP,664,Governor,CA
94,Amador,John H. Cox,REP,"1,910",Governor,CA
95,Amador,Yvonne Girard,REP,44,Governor,CA
96,Amador,Peter Y Liu,REP,9,Governor,CA
97,Amador,"Robert C. Newman, II",REP,19,Governor,CA
98,Amador,Christopher N. Carlson,GRN,6,Governor,CA
99,Amador,Josh Jones,GRN,7,Governor,CA
100,Amador,Zoltan Istvan,LIB,17,Governor,CA
101,Amador,Nickolas Wildstar,LIB,8,Governor,CA
102,Amador,Gloria Estela La Riva,P&F,10,Governor,CA
103,Amador,Shubham Goel,NPP,0,Governor,CA
104,Amador,"Hakan ""Hawk"" Mikado",NPP,6,Governor,CA
105,Amador,Desmond Silveira,NPP,4,Governor,CA
106,Amador,Jeffrey Edward Taylor,NPP,4,Governor,CA
107,Amador,Johnny Wattenburg,NPP,6,Governor,CA
108,Butte,Akinyemi Agbede,DEM,62,Governor,CA
109,Butte,J. Bribiesca,DEM,129,Governor,CA
110,Butte,Thomas Jefferson Cares,DEM,31,Governor,CA
111,Butte,John Chiang,DEM,"2,258",Governor,CA
112,Butte,Delaine Eastin,DEM,"2,450",Governor,CA
113,Butte,Robert Davidson Griffis,DEM,112,Governor,CA
114,Butte,Albert Caesar Mezzetti,DEM,57,Governor,CA
115,Butte,Gavin Newsom,DEM,"9,956",Governor,CA
116,Butte,Amanda Renteria,DEM,708,Governor,CA
117,Butte,Michael Shellenberger,DEM,289,Governor,CA
118,Butte,Klement Tinaj,DEM,20,Governor,CA
119,Butte,Antonio Villaraigosa,DEM,"1,903",Governor,CA
120,Butte,Travis Allen,REP,"5,385",Governor,CA
121,Butte,John H. Cox,REP,"12,781",Governor,CA
122,Butte,Yvonne Girard,REP,173,Governor,CA
123,Butte,Peter Y Liu,REP,202,Governor,CA
124,Butte,"Robert C. Newman, II",REP,225,Governor,CA
125,Butte,Christopher N. Carlson,GRN,57,Governor,CA
126,Butte,Josh Jones,GRN,81,Governor,CA
127,Butte,Zoltan Istvan,LIB,91,Governor,CA
128,Butte,Nickolas Wildstar,LIB,76,Governor,CA
129,Butte,Gloria Estela La Riva,P&F,174,Governor,CA
130,Butte,Shubham Goel,NPP,11,Governor,CA
131,Butte,"Hakan ""Hawk"" Mikado",NPP,33,Governor,CA
132,Butte,Desmond Silveira,NPP,25,Governor,CA
133,Butte,Jeffrey Edward Taylor,NPP,24,Governor,CA
134,Butte,Johnny Wattenburg,NPP,47,Governor,CA
135,Calaveras,Akinyemi Agbede,DEM,10,Governor,CA
136,Calaveras,J. Bribiesca,DEM,14,Governor,CA
137,Calaveras,Thomas Jefferson Cares,DEM,13,Governor,CA
138,Calaveras,John Chiang,DEM,601,Governor,CA
139,Calaveras,Delaine Eastin,DEM,264,Governor,CA
140,Calaveras,Robert Davidson Griffis,DEM,18,Governor,CA
141,Calaveras,Albert Caesar Mezzetti,DEM,6,Governor,CA
142,Calaveras,Gavin Newsom,DEM,"2,277",Governor,CA
143,Calaveras,Amanda Renteria,DEM,96,Governor,CA
144,Calaveras,Michael Shellenberger,DEM,37,Governor,CA
145,Calaveras,Klement Tinaj,DEM,0,Governor,CA
146,Calaveras,Antonio Villaraigosa,DEM,523,Governor,CA
147,Calaveras,Travis Allen,REP,"1,652",Governor,CA
148,Calaveras,John H. Cox,REP,"3,565",Governor,CA
149,Calaveras,Yvonne Girard,REP,102,Governor,CA
150,Calaveras,Peter Y Liu,REP,36,Governor,CA
151,Calaveras,"Robert C. Newman, II",REP,45,Governor,CA
152,Calaveras,Christopher N. Carlson,GRN,16,Governor,CA
153,Calaveras,Josh Jones,GRN,20,Governor,CA
154,Calaveras,Zoltan Istvan,LIB,29,Governor,CA
155,Calaveras,Nickolas Wildstar,LIB,27,Governor,CA
156,Calaveras,Gloria Estela La Riva,P&F,22,Governor,CA
157,Calaveras,Shubham Goel,NPP,3,Governor,CA
158,Calaveras,"Hakan ""Hawk"" Mikado",NPP,2,Governor,CA
159,Calaveras,Desmond Silveira,NPP,3,Governor,CA
160,Calaveras,Jeffrey Edward Taylor,NPP,8,Governor,CA
161,Calaveras,Johnny Wattenburg,NPP,11,Governor,CA
162,Colusa,Akinyemi Agbede,DEM,4,Governor,CA
163,Colusa,J. Bribiesca,DEM,7,Governor,CA
164,Colusa,Thomas Jefferson Cares,DEM,4,Governor,CA
165,Colusa,John Chiang,DEM,97,Governor,CA
166,Colusa,Delaine Eastin,DEM,42,Governor,CA
167,Colusa,Robert Davidson Griffis,DEM,5,Governor,CA
168,Colusa,Albert Caesar Mezzetti,DEM,2,Governor,CA
169,Colusa,Gavin Newsom,DEM,362,Governor,CA
170,Colusa,Amanda Renteria,DEM,24,Governor,CA
171,Colusa,Michael Shellenberger,DEM,9,Governor,CA
172,Colusa,Klement Tinaj,DEM,0,Governor,CA
173,Colusa,Antonio Villaraigosa,DEM,382,Governor,CA
174,Colusa,Travis Allen,REP,420,Governor,CA
175,Colusa,John H. Cox,REP,"1,134",Governor,CA
176,Colusa,Yvonne Girard,REP,10,Governor,CA
177,Colusa,Peter Y Liu,REP,30,Governor,CA
178,Colusa,"Robert C. Newman, II",REP,17,Governor,CA
179,Colusa,Christopher N. Carlson,GRN,0,Governor,CA
180,Colusa,Josh Jones,GRN,4,Governor,CA
181,Colusa,Zoltan Istvan,LIB,8,Governor,CA
182,Colusa,Nickolas Wildstar,LIB,4,Governor,CA
183,Colusa,Gloria Estela La Riva,P&F,11,Governor,CA
184,Colusa,Shubham Goel,NPP,0,Governor,CA
185,Colusa,"Hakan ""Hawk"" Mikado",NPP,3,Governor,CA
186,Colusa,Desmond Silveira,NPP,0,Governor,CA
187,Colusa,Jeffrey Edward Taylor,NPP,0,Governor,CA
188,Colusa,Johnny Wattenburg,NPP,6,Governor,CA
189,Contra Costa,Akinyemi Agbede,DEM,95,Governor,CA
190,Contra Costa,J. Bribiesca,DEM,161,Governor,CA
191,Contra Costa,Thomas Jefferson Cares,DEM,140,Governor,CA
192,Contra Costa,John Chiang,DEM,"7,524",Governor,CA
193,Contra Costa,Delaine Eastin,DEM,"3,544",Governor,CA
194,Contra Costa,Robert Davidson Griffis,DEM,65,Governor,CA
195,Contra Costa,Albert Caesar Mezzetti,DEM,130,Governor,CA
196,Contra Costa,Gavin Newsom,DEM,"61,915",Governor,CA
197,Contra Costa,Amanda Renteria,DEM,"1,288",Governor,CA
198,Contra Costa,Michael Shellenberger,DEM,520,Governor,CA
199,Contra Costa,Klement Tinaj,DEM,35,Governor,CA
200,Contra Costa,Antonio Villaraigosa,DEM,"10,310",Governor,CA
201,Contra Costa,Travis Allen,REP,"9,438",Governor,CA
202,Contra Costa,John H. Cox,REP,"25,673",Governor,CA
203,Contra Costa,Yvonne Girard,REP,264,Governor,CA
204,Contra Costa,Peter Y Liu,REP,168,Governor,CA
205,Contra Costa,"Robert C. Newman, II",REP,485,Governor,CA
206,Contra Costa,Christopher N. Carlson,GRN,169,Governor,CA
207,Contra Costa,Josh Jones,GRN,239,Governor,CA
208,Contra Costa,Zoltan Istvan,LIB,267,Governor,CA
209,Contra Costa,Nickolas Wildstar,LIB,169,Governor,CA
210,Contra Costa,Gloria Estela La Riva,P&F,265,Governor,CA
211,Contra Costa,Shubham Goel,NPP,76,Governor,CA
212,Contra Costa,"Hakan ""Hawk"" Mikado",NPP,60,Governor,CA
213,Contra Costa,Desmond Silveira,NPP,69,Governor,CA
214,Contra Costa,Jeffrey Edward Taylor,NPP,49,Governor,CA
215,Contra Costa,Johnny Wattenburg,NPP,79,Governor,CA
216,Del Norte,Akinyemi Agbede,DEM,7,Governor,CA
217,Del Norte,J. Bribiesca,DEM,60,Governor,CA
218,Del Norte,Thomas Jefferson Cares,DEM,4,Governor,CA
219,Del Norte,John Chiang,DEM,341,Governor,CA
220,Del Norte,Delaine Eastin,DEM,170,Governor,CA
221,Del Norte,Robert Davidson Griffis,DEM,11,Governor,CA
222,Del Norte,Albert Caesar Mezzetti,DEM,3,Governor,CA
223,Del Norte,Gavin Newsom,DEM,"1,065",Governor,CA
224,Del Norte,Amanda Renteria,DEM,96,Governor,CA
225,Del Norte,Michael Shellenberger,DEM,28,Governor,CA
226,Del Norte,Klement Tinaj,DEM,3,Governor,CA
227,Del Norte,Antonio Villaraigosa,DEM,153,Governor,CA
228,Del Norte,Travis Allen,REP,"1,135",Governor,CA
229,Del Norte,John H. Cox,REP,"1,243",Governor,CA
230,Del Norte,Yvonne Girard,REP,35,Governor,CA
231,Del Norte,Peter Y Liu,REP,49,Governor,CA
232,Del Norte,"Robert C. Newman, II",REP,27,Governor,CA
233,Del Norte,Christopher N. Carlson,GRN,9,Governor,CA
234,Del Norte,Josh Jones,GRN,20,Governor,CA
235,Del Norte,Zoltan Istvan,LIB,9,Governor,CA
236,Del Norte,Nickolas Wildstar,LIB,11,Governor,CA
237,Del Norte,Gloria Estela La Riva,P&F,28,Governor,CA
238,Del Norte,Shubham Goel,NPP,5,Governor,CA
239,Del Norte,"Hakan ""Hawk"" Mikado",NPP,6,Governor,CA
240,Del Norte,Desmond Silveira,NPP,10,Governor,CA
241,Del Norte,Jeffrey Edward Taylor,NPP,8,Governor,CA
242,Del Norte,Johnny Wattenburg,NPP,8,Governor,CA
243,El Dorado,Akinyemi Agbede,DEM,27,Governor,CA
244,El Dorado,J. Bribiesca,DEM,50,Governor,CA
245,El Dorado,Thomas Jefferson Cares,DEM,16,Governor,CA
246,El Dorado,John Chiang,DEM,"2,871",Governor,CA
247,El Dorado,Delaine Eastin,DEM,867,Governor,CA
248,El Dorado,Robert Davidson Griffis,DEM,51,Governor,CA
249,El Dorado,Albert Caesar Mezzetti,DEM,26,Governor,CA
250,El Dorado,Gavin Newsom,DEM,"8,753",Governor,CA
251,El Dorado,Amanda Renteria,DEM,447,Governor,CA
252,El Dorado,Michael Shellenberger,DEM,124,Governor,CA
253,El Dorado,Klement Tinaj,DEM,13,Governor,CA
254,El Dorado,Antonio Villaraigosa,DEM,"1,914",Governor,CA
255,El Dorado,Travis Allen,REP,"4,730",Governor,CA
256,El Dorado,John H. Cox,REP,"13,839",Governor,CA
257,El Dorado,Yvonne Girard,REP,229,Governor,CA
258,El Dorado,Peter Y Liu,REP,51,Governor,CA
259,El Dorado,"Robert C. Newman, II",REP,108,Governor,CA
260,El Dorado,Christopher N. Carlson,GRN,39,Governor,CA
261,El Dorado,Josh Jones,GRN,48,Governor,CA
262,El Dorado,Zoltan Istvan,LIB,85,Governor,CA
263,El Dorado,Nickolas Wildstar,LIB,52,Governor,CA
264,El Dorado,Gloria Estela La Riva,P&F,49,Governor,CA
265,El Dorado,Shubham Goel,NPP,14,Governor,CA
266,El Dorado,"Hakan ""Hawk"" Mikado",NPP,12,Governor,CA
267,El Dorado,Desmond Silveira,NPP,14,Governor,CA
268,El Dorado,Jeffrey Edward Taylor,NPP,8,Governor,CA
269,El Dorado,Johnny Wattenburg,NPP,24,Governor,CA
270,Fresno,Akinyemi Agbede,DEM,97,Governor,CA
271,Fresno,J. Bribiesca,DEM,192,Governor,CA
272,Fresno,Thomas Jefferson Cares,DEM,74,Governor,CA
273,Fresno,John Chiang,DEM,"5,872",Governor,CA
274,Fresno,Delaine Eastin,DEM,"1,352",Governor,CA
275,Fresno,Robert Davidson Griffis,DEM,139,Governor,CA
276,Fresno,Albert Caesar Mezzetti,DEM,168,Governor,CA
277,Fresno,Gavin Newsom,DEM,"14,373",Governor,CA
278,Fresno,Amanda Renteria,DEM,"1,498",Governor,CA
279,Fresno,Michael Shellenberger,DEM,256,Governor,CA
280,Fresno,Klement Tinaj,DEM,206,Governor,CA
281,Fresno,Antonio Villaraigosa,DEM,"16,523",Governor,CA
282,Fresno,Travis Allen,REP,"12,344",Governor,CA
283,Fresno,John H. Cox,REP,"28,207",Governor,CA
284,Fresno,Yvonne Girard,REP,247,Governor,CA
285,Fresno,Peter Y Liu,REP,365,Governor,CA
286,Fresno,"Robert C. Newman, II",REP,536,Governor,CA
287,Fresno,Christopher N. Carlson,GRN,67,Governor,CA
288,Fresno,Josh Jones,GRN,130,Governor,CA
289,Fresno,Zoltan Istvan,LIB,112,Governor,CA
290,Fresno,Nickolas Wildstar,LIB,85,Governor,CA
291,Fresno,Gloria Estela La Riva,P&F,163,Governor,CA
292,Fresno,Shubham Goel,NPP,77,Governor,CA
293,Fresno,"Hakan ""Hawk"" Mikado",NPP,102,Governor,CA
294,Fresno,Desmond Silveira,NPP,53,Governor,CA
295,Fresno,Jeffrey Edward Taylor,NPP,52,Governor,CA
296,Fresno,Johnny Wattenburg,NPP,62,Governor,CA
297,Glenn,Akinyemi Agbede,DEM,0,Governor,CA
298,Glenn,J. Bribiesca,DEM,10,Governor,CA
299,Glenn,Thomas Jefferson Cares,DEM,5,Governor,CA
300,Glenn,John Chiang,DEM,117,Governor,CA
301,Glenn,Delaine Eastin,DEM,89,Governor,CA
302,Glenn,Robert Davidson Griffis,DEM,9,Governor,CA
303,Glenn,Albert Caesar Mezzetti,DEM,5,Governor,CA
304,Glenn,Gavin Newsom,DEM,456,Governor,CA
305,Glenn,Amanda Renteria,DEM,40,Governor,CA
306,Glenn,Michael Shellenberger,DEM,14,Governor,CA
307,Glenn,Klement Tinaj,DEM,0,Governor,CA
308,Glenn,Antonio Villaraigosa,DEM,252,Governor,CA
309,Glenn,Travis Allen,REP,629,Governor,CA
310,Glenn,John H. Cox,REP,"1,646",Governor,CA
311,Glenn,Yvonne Girard,REP,19,Governor,CA
312,Glenn,Peter Y Liu,REP,50,Governor,CA
313,Glenn,"Robert C. Newman, II",REP,27,Governor,CA
314,Glenn,Christopher N. Carlson,GRN,6,Governor,CA
315,Glenn,Josh Jones,GRN,5,Governor,CA
316,Glenn,Zoltan Istvan,LIB,7,Governor,CA
317,Glenn,Nickolas Wildstar,LIB,10,Governor,CA
318,Glenn,Gloria Estela La Riva,P&F,28,Governor,CA
319,Glenn,Shubham Goel,NPP,0,Governor,CA
320,Glenn,"Hakan ""Hawk"" Mikado",NPP,7,Governor,CA
321,Glenn,Desmond Silveira,NPP,0,Governor,CA
322,Glenn,Jeffrey Edward Taylor,NPP,7,Governor,CA
323,Glenn,Johnny Wattenburg,NPP,4,Governor,CA
324,Humboldt,Akinyemi Agbede,DEM,44,Governor,CA
325,Humboldt,J. Bribiesca,DEM,259,Governor,CA
326,Humboldt,Thomas Jefferson Cares,DEM,26,Governor,CA
327,Humboldt,John Chiang,DEM,"1,242",Governor,CA
328,Humboldt,Delaine Eastin,DEM,"1,596",Governor,CA
329,Humboldt,Robert Davidson Griffis,DEM,81,Governor,CA
330,Humboldt,Albert Caesar Mezzetti,DEM,25,Governor,CA
331,Humboldt,Gavin Newsom,DEM,"7,390",Governor,CA
332,Humboldt,Amanda Renteria,DEM,440,Governor,CA
333,Humboldt,Michael Shellenberger,DEM,234,Governor,CA
334,Humboldt,Klement Tinaj,DEM,25,Governor,CA
335,Humboldt,Antonio Villaraigosa,DEM,967,Governor,CA
336,Humboldt,Travis Allen,REP,"1,868",Governor,CA
337,Humboldt,John H. Cox,REP,"4,362",Governor,CA
338,Humboldt,Yvonne Girard,REP,140,Governor,CA
339,Humboldt,Peter Y Liu,REP,144,Governor,CA
340,Humboldt,"Robert C. Newman, II",REP,118,Governor,CA
341,Humboldt,Christopher N. Carlson,GRN,65,Governor,CA
342,Humboldt,Josh Jones,GRN,148,Governor,CA
343,Humboldt,Zoltan Istvan,LIB,71,Governor,CA
344,Humboldt,Nickolas Wildstar,LIB,69,Governor,CA
345,Humboldt,Gloria Estela La Riva,P&F,128,Governor,CA
346,Humboldt,Shubham Goel,NPP,8,Governor,CA
347,Humboldt,"Hakan ""Hawk"" Mikado",NPP,14,Governor,CA
348,Humboldt,Desmond Silveira,NPP,20,Governor,CA
349,Humboldt,Jeffrey Edward Taylor,NPP,10,Governor,CA
350,Humboldt,Johnny Wattenburg,NPP,23,Governor,CA
351,Imperial,Akinyemi Agbede,DEM,16,Governor,CA
352,Imperial,J. Bribiesca,DEM,321,Governor,CA
353,Imperial,Thomas Jefferson Cares,DEM,80,Governor,CA
354,Imperial,John Chiang,DEM,863,Governor,CA
355,Imperial,Delaine Eastin,DEM,173,Governor,CA
356,Imperial,Robert Davidson Griffis,DEM,82,Governor,CA
357,Imperial,Albert Caesar Mezzetti,DEM,33,Governor,CA
358,Imperial,Gavin Newsom,DEM,"1,299",Governor,CA
359,Imperial,Amanda Renteria,DEM,331,Governor,CA
360,Imperial,Michael Shellenberger,DEM,74,Governor,CA
361,Imperial,Klement Tinaj,DEM,12,Governor,CA
362,Imperial,Antonio Villaraigosa,DEM,"3,433",Governor,CA
363,Imperial,Travis Allen,REP,"1,082",Governor,CA
364,Imperial,John H. Cox,REP,"2,495",Governor,CA
365,Imperial,Yvonne Girard,REP,86,Governor,CA
366,Imperial,Peter Y Liu,REP,134,Governor,CA
367,Imperial,"Robert C. Newman, II",REP,103,Governor,CA
368,Imperial,Christopher N. Carlson,GRN,19,Governor,CA
369,Imperial,Josh Jones,GRN,37,Governor,CA
370,Imperial,Zoltan Istvan,LIB,14,Governor,CA
371,Imperial,Nickolas Wildstar,LIB,23,Governor,CA
372,Imperial,Gloria Estela La Riva,P&F,203,Governor,CA
373,Imperial,Shubham Goel,NPP,7,Governor,CA
374,Imperial,"Hakan ""Hawk"" Mikado",NPP,10,Governor,CA
375,Imperial,Desmond Silveira,NPP,20,Governor,CA
376,Imperial,Jeffrey Edward Taylor,NPP,20,Governor,CA
377,Imperial,Johnny Wattenburg,NPP,23,Governor,CA
378,Inyo,Akinyemi Agbede,DEM,3,Governor,CA
379,Inyo,J. Bribiesca,DEM,12,Governor,CA
380,Inyo,Thomas Jefferson Cares,DEM,0,Governor,CA
381,Inyo,John Chiang,DEM,312,Governor,CA
382,Inyo,Delaine Eastin,DEM,89,Governor,CA
383,Inyo,Robert Davidson Griffis,DEM,6,Governor,CA
384,Inyo,Albert Caesar Mezzetti,DEM,5,Governor,CA
385,Inyo,Gavin Newsom,DEM,901,Governor,CA
386,Inyo,Amanda Renteria,DEM,56,Governor,CA
387,Inyo,Michael Shellenberger,DEM,25,Governor,CA
388,Inyo,Klement Tinaj,DEM,2,Governor,CA
389,Inyo,Antonio Villaraigosa,DEM,330,Governor,CA
390,Inyo,Travis Allen,REP,569,Governor,CA
391,Inyo,John H. Cox,REP,"1,043",Governor,CA
392,Inyo,Yvonne Girard,REP,32,Governor,CA
393,Inyo,Peter Y Liu,REP,58,Governor,CA
394,Inyo,"Robert C. Newman, II",REP,118,Governor,CA
395,Inyo,Christopher N. Carlson,GRN,6,Governor,CA
396,Inyo,Josh Jones,GRN,13,Governor,CA
397,Inyo,Zoltan Istvan,LIB,15,Governor,CA
398,Inyo,Nickolas Wildstar,LIB,17,Governor,CA
399,Inyo,Gloria Estela La Riva,P&F,17,Governor,CA
400,Inyo,Shubham Goel,NPP,0,Governor,CA
401,Inyo,"Hakan ""Hawk"" Mikado",NPP,5,Governor,CA
402,Inyo,Desmond Silveira,NPP,4,Governor,CA
403,Inyo,Jeffrey Edward Taylor,NPP,0,Governor,CA
404,Inyo,Johnny Wattenburg,NPP,8,Governor,CA
405,Kern,Akinyemi Agbede,DEM,131,Governor,CA
406,Kern,J. Bribiesca,DEM,162,Governor,CA
407,Kern,Thomas Jefferson Cares,DEM,87,Governor,CA
408,Kern,John Chiang,DEM,"4,061",Governor,CA
409,Kern,Delaine Eastin,DEM,"1,292",Governor,CA
410,Kern,Robert Davidson Griffis,DEM,427,Governor,CA
411,Kern,Albert Caesar Mezzetti,DEM,85,Governor,CA
412,Kern,Gavin Newsom,DEM,"9,405",Governor,CA
413,Kern,Amanda Renteria,DEM,"1,421",Governor,CA
414,Kern,Michael Shellenberger,DEM,369,Governor,CA
415,Kern,Klement Tinaj,DEM,49,Governor,CA
416,Kern,Antonio Villaraigosa,DEM,"10,367",Governor,CA
417,Kern,Travis Allen,REP,"15,878",Governor,CA
418,Kern,John H. Cox,REP,"32,728",Governor,CA
419,Kern,Yvonne Girard,REP,387,Governor,CA
420,Kern,Peter Y Liu,REP,243,Governor,CA
421,Kern,"Robert C. Newman, II",REP,587,Governor,CA
422,Kern,Christopher N. Carlson,GRN,65,Governor,CA
423,Kern,Josh Jones,GRN,86,Governor,CA
424,Kern,Zoltan Istvan,LIB,132,Governor,CA
425,Kern,Nickolas Wildstar,LIB,157,Governor,CA
426,Kern,Gloria Estela La Riva,P&F,138,Governor,CA
427,Kern,Shubham Goel,NPP,58,Governor,CA
428,Kern,"Hakan ""Hawk"" Mikado",NPP,59,Governor,CA
429,Kern,Desmond Silveira,NPP,51,Governor,CA
430,Kern,Jeffrey Edward Taylor,NPP,69,Governor,CA
431,Kern,Johnny Wattenburg,NPP,185,Governor,CA
432,Kings,Akinyemi Agbede,DEM,9,Governor,CA
433,Kings,J. Bribiesca,DEM,22,Governor,CA
434,Kings,Thomas Jefferson Cares,DEM,23,Governor,CA
435,Kings,John Chiang,DEM,879,Governor,CA
436,Kings,Delaine Eastin,DEM,166,Governor,CA
437,Kings,Robert Davidson Griffis,DEM,45,Governor,CA
438,Kings,Albert Caesar Mezzetti,DEM,2,Governor,CA
439,Kings,Gavin Newsom,DEM,"1,260",Governor,CA
440,Kings,Amanda Renteria,DEM,221,Governor,CA
441,Kings,Michael Shellenberger,DEM,39,Governor,CA
442,Kings,Klement Tinaj,DEM,0,Governor,CA
443,Kings,Antonio Villaraigosa,DEM,"2,233",Governor,CA
444,Kings,Travis Allen,REP,"3,256",Governor,CA
445,Kings,John H. Cox,REP,"4,791",Governor,CA
446,Kings,Yvonne Girard,REP,163,Governor,CA
447,Kings,Peter Y Liu,REP,7,Governor,CA
448,Kings,"Robert C. Newman, II",REP,41,Governor,CA
449,Kings,Christopher N. Carlson,GRN,4,Governor,CA
450,Kings,Josh Jones,GRN,9,Governor,CA
451,Kings,Zoltan Istvan,LIB,26,Governor,CA
452,Kings,Nickolas Wildstar,LIB,23,Governor,CA
