county,candidate,party,votes,state,race name
Trinity,Herbert G. Peters,DEM,19,CA,U.S. Senate
Trinity,Douglas Howard Pierce,DEM,33,CA,U.S. Senate
Trinity,Gerald Plummer,DEM,10,CA,U.S. Senate
Trinity,Donnie O. Turner,DEM,22,CA,U.S. Senate
Trinity,Arun K. Bhumitra,REP,60,CA,U.S. Senate
Trinity,James P Bradley,REP,303,CA,U.S. Senate
Trinity,"John ""Jack"" Crew",REP,89,CA,U.S. Senate
Trinity,Erin Cruz,REP,261,CA,U.S. Senate
Trinity,"Roque ""Rocky"" De La Fuente",REP,74,CA,U.S. Senate
Trinity,Jerry Joseph Laws,REP,78,CA,U.S. Senate
Trinity,Patrick Little,REP,52,CA,U.S. Senate
Trinity,Kevin Mottus,REP,92,CA,U.S. Senate
Trinity,Mario Nabliba,REP,38,CA,U.S. Senate
Trinity,Tom Palzer,REP,169,CA,U.S. Senate
Trinity,Paul A Taylor,REP,261,CA,U.S. Senate
Trinity,Derrick Michael Reid,LIB,51,CA,U.S. Senate
Trinity,John Thompson Parker,P&F,21,CA,U.S. Senate
Trinity,Colleen Shea Fernald,NPP,20,CA,U.S. Senate
Trinity,Rash Bihari Ghosh,NPP,4,CA,U.S. Senate
Trinity,Tim Gildersleeve,NPP,15,CA,U.S. Senate
Trinity,Michael Fahmy Girgis,NPP,0,CA,U.S. Senate
Trinity,Don J. Grundmann,NPP,16,CA,U.S. Senate
Trinity,Jason M. Hanania,NPP,12,CA,U.S. Senate
Trinity,David Moore,NPP,22,CA,U.S. Senate
Trinity,Lee Olson,NPP,17,CA,U.S. Senate
Trinity,Ling Ling Shi,NPP,4,CA,U.S. Senate
Tulare,Kevin De Leon,DEM,"2,880",CA,U.S. Senate
Tulare,Adrienne Nicole Edwards,DEM,108,CA,U.S. Senate
Tulare,Dianne Feinstein,DEM,"6,331",CA,U.S. Senate
Tulare,Pat Harris,DEM,252,CA,U.S. Senate
Tulare,Alison Hartson,DEM,346,CA,U.S. Senate
Tulare,David Hildebrand,DEM,761,CA,U.S. Senate
Tulare,Herbert G. Peters,DEM,123,CA,U.S. Senate
Tulare,Douglas Howard Pierce,DEM,218,CA,U.S. Senate
Tulare,Gerald Plummer,DEM,99,CA,U.S. Senate
Tulare,Donnie O. Turner,DEM,96,CA,U.S. Senate
Tulare,Arun K. Bhumitra,REP,"2,723",CA,U.S. Senate
Tulare,James P Bradley,REP,"3,714",CA,U.S. Senate
Tulare,"John ""Jack"" Crew",REP,508,CA,U.S. Senate
Tulare,Erin Cruz,REP,"1,613",CA,U.S. Senate
Tulare,"Roque ""Rocky"" De La Fuente",REP,"1,364",CA,U.S. Senate
Tulare,Jerry Joseph Laws,REP,317,CA,U.S. Senate
Tulare,Patrick Little,REP,426,CA,U.S. Senate
Tulare,Kevin Mottus,REP,"1,237",CA,U.S. Senate
Tulare,Mario Nabliba,REP,252,CA,U.S. Senate
Tulare,Tom Palzer,REP,"2,596",CA,U.S. Senate
Tulare,Paul A Taylor,REP,"1,595",CA,U.S. Senate
Tulare,Derrick Michael Reid,LIB,170,CA,U.S. Senate
Tulare,John Thompson Parker,P&F,74,CA,U.S. Senate
Tulare,Colleen Shea Fernald,NPP,34,CA,U.S. Senate
Tulare,Rash Bihari Ghosh,NPP,30,CA,U.S. Senate
Tulare,Tim Gildersleeve,NPP,49,CA,U.S. Senate
Tulare,Michael Fahmy Girgis,NPP,11,CA,U.S. Senate
Tulare,Don J. Grundmann,NPP,71,CA,U.S. Senate
Tulare,Jason M. Hanania,NPP,55,CA,U.S. Senate
Tulare,David Moore,NPP,262,CA,U.S. Senate
Tulare,Lee Olson,NPP,184,CA,U.S. Senate
Tulare,Ling Ling Shi,NPP,35,CA,U.S. Senate
Tuolumne,Kevin De Leon,DEM,583,CA,U.S. Senate
Tuolumne,Adrienne Nicole Edwards,DEM,91,CA,U.S. Senate
Tuolumne,Dianne Feinstein,DEM,"3,306",CA,U.S. Senate
Tuolumne,Pat Harris,DEM,171,CA,U.S. Senate
Tuolumne,Alison Hartson,DEM,295,CA,U.S. Senate
Tuolumne,David Hildebrand,DEM,34,CA,U.S. Senate
Tuolumne,Herbert G. Peters,DEM,100,CA,U.S. Senate
Tuolumne,Douglas Howard Pierce,DEM,61,CA,U.S. Senate
Tuolumne,Gerald Plummer,DEM,17,CA,U.S. Senate
Tuolumne,Donnie O. Turner,DEM,52,CA,U.S. Senate
Tuolumne,Arun K. Bhumitra,REP,329,CA,U.S. Senate
Tuolumne,James P Bradley,REP,"1,702",CA,U.S. Senate
Tuolumne,"John ""Jack"" Crew",REP,290,CA,U.S. Senate
Tuolumne,Erin Cruz,REP,863,CA,U.S. Senate
Tuolumne,"Roque ""Rocky"" De La Fuente",REP,195,CA,U.S. Senate
Tuolumne,Jerry Joseph Laws,REP,273,CA,U.S. Senate
Tuolumne,Patrick Little,REP,153,CA,U.S. Senate
Tuolumne,Kevin Mottus,REP,235,CA,U.S. Senate
Tuolumne,Mario Nabliba,REP,42,CA,U.S. Senate
Tuolumne,Tom Palzer,REP,214,CA,U.S. Senate
Tuolumne,Paul A Taylor,REP,688,CA,U.S. Senate
Tuolumne,Derrick Michael Reid,LIB,109,CA,U.S. Senate
Tuolumne,John Thompson Parker,P&F,39,CA,U.S. Senate
Tuolumne,Colleen Shea Fernald,NPP,32,CA,U.S. Senate
Tuolumne,Rash Bihari Ghosh,NPP,10,CA,U.S. Senate
Tuolumne,Tim Gildersleeve,NPP,32,CA,U.S. Senate
Tuolumne,Michael Fahmy Girgis,NPP,6,CA,U.S. Senate
Tuolumne,Don J. Grundmann,NPP,61,CA,U.S. Senate
Tuolumne,Jason M. Hanania,NPP,23,CA,U.S. Senate
Tuolumne,David Moore,NPP,41,CA,U.S. Senate
Tuolumne,Lee Olson,NPP,29,CA,U.S. Senate
Tuolumne,Ling Ling Shi,NPP,11,CA,U.S. Senate
Ventura,Kevin De Leon,DEM,"8,669",CA,U.S. Senate
Ventura,Adrienne Nicole Edwards,DEM,928,CA,U.S. Senate
Ventura,Dianne Feinstein,DEM,"44,112",CA,U.S. Senate
Ventura,Pat Harris,DEM,"1,600",CA,U.S. Senate
Ventura,Alison Hartson,DEM,"1,921",CA,U.S. Senate
Ventura,David Hildebrand,DEM,325,CA,U.S. Senate
Ventura,Herbert G. Peters,DEM,485,CA,U.S. Senate
Ventura,Douglas Howard Pierce,DEM,301,CA,U.S. Senate
Ventura,Gerald Plummer,DEM,106,CA,U.S. Senate
Ventura,Donnie O. Turner,DEM,427,CA,U.S. Senate
Ventura,Arun K. Bhumitra,REP,"7,909",CA,U.S. Senate
Ventura,James P Bradley,REP,"12,189",CA,U.S. Senate
Ventura,"John ""Jack"" Crew",REP,"2,177",CA,U.S. Senate
Ventura,Erin Cruz,REP,"6,053",CA,U.S. Senate
Ventura,"Roque ""Rocky"" De La Fuente",REP,"2,296",CA,U.S. Senate
Ventura,Jerry Joseph Laws,REP,850,CA,U.S. Senate
Ventura,Patrick Little,REP,"1,146",CA,U.S. Senate
Ventura,Kevin Mottus,REP,"1,302",CA,U.S. Senate
Ventura,Mario Nabliba,REP,436,CA,U.S. Senate
Ventura,Tom Palzer,REP,"2,127",CA,U.S. Senate
Ventura,Paul A Taylor,REP,"7,424",CA,U.S. Senate
Ventura,Derrick Michael Reid,LIB,"1,020",CA,U.S. Senate
Ventura,John Thompson Parker,P&F,214,CA,U.S. Senate
Ventura,Colleen Shea Fernald,NPP,218,CA,U.S. Senate
Ventura,Rash Bihari Ghosh,NPP,220,CA,U.S. Senate
Ventura,Tim Gildersleeve,NPP,125,CA,U.S. Senate
Ventura,Michael Fahmy Girgis,NPP,30,CA,U.S. Senate
Ventura,Don J. Grundmann,NPP,264,CA,U.S. Senate
Ventura,Jason M. Hanania,NPP,243,CA,U.S. Senate
Ventura,David Moore,NPP,272,CA,U.S. Senate
Ventura,Lee Olson,NPP,359,CA,U.S. Senate
Ventura,Ling Ling Shi,NPP,194,CA,U.S. Senate
Yolo,Kevin De Leon,DEM,"3,658",CA,U.S. Senate
Yolo,Adrienne Nicole Edwards,DEM,206,CA,U.S. Senate
Yolo,Dianne Feinstein,DEM,"12,855",CA,U.S. Senate
Yolo,Pat Harris,DEM,458,CA,U.S. Senate
Yolo,Alison Hartson,DEM,638,CA,U.S. Senate
Yolo,David Hildebrand,DEM,102,CA,U.S. Senate
Yolo,Herbert G. Peters,DEM,170,CA,U.S. Senate
Yolo,Douglas Howard Pierce,DEM,342,CA,U.S. Senate
Yolo,Gerald Plummer,DEM,23,CA,U.S. Senate
Yolo,Donnie O. Turner,DEM,115,CA,U.S. Senate
Yolo,Arun K. Bhumitra,REP,"1,283",CA,U.S. Senate
Yolo,James P Bradley,REP,"2,184",CA,U.S. Senate
Yolo,"John ""Jack"" Crew",REP,308,CA,U.S. Senate
Yolo,Erin Cruz,REP,894,CA,U.S. Senate
Yolo,"Roque ""Rocky"" De La Fuente",REP,209,CA,U.S. Senate
Yolo,Jerry Joseph Laws,REP,312,CA,U.S. Senate
Yolo,Patrick Little,REP,294,CA,U.S. Senate
Yolo,Kevin Mottus,REP,219,CA,U.S. Senate
Yolo,Mario Nabliba,REP,74,CA,U.S. Senate
Yolo,Tom Palzer,REP,300,CA,U.S. Senate
Yolo,Paul A Taylor,REP,774,CA,U.S. Senate
Yolo,Derrick Michael Reid,LIB,238,CA,U.S. Senate
Yolo,John Thompson Parker,P&F,101,CA,U.S. Senate
Yolo,Colleen Shea Fernald,NPP,41,CA,U.S. Senate
Yolo,Rash Bihari Ghosh,NPP,123,CA,U.S. Senate
Yolo,Tim Gildersleeve,NPP,37,CA,U.S. Senate
Yolo,Michael Fahmy Girgis,NPP,9,CA,U.S. Senate
Yolo,Don J. Grundmann,NPP,62,CA,U.S. Senate
Yolo,Jason M. Hanania,NPP,46,CA,U.S. Senate
Yolo,David Moore,NPP,51,CA,U.S. Senate
Yolo,Lee Olson,NPP,61,CA,U.S. Senate
Yolo,Ling Ling Shi,NPP,56,CA,U.S. Senate
Yuba,Kevin De Leon,DEM,287,CA,U.S. Senate
Yuba,Adrienne Nicole Edwards,DEM,31,CA,U.S. Senate
Yuba,Dianne Feinstein,DEM,"1,562",CA,U.S. Senate
Yuba,Pat Harris,DEM,68,CA,U.S. Senate
Yuba,Alison Hartson,DEM,112,CA,U.S. Senate
Yuba,David Hildebrand,DEM,24,CA,U.S. Senate
Yuba,Herbert G. Peters,DEM,53,CA,U.S. Senate
Yuba,Douglas Howard Pierce,DEM,116,CA,U.S. Senate
Yuba,Gerald Plummer,DEM,7,CA,U.S. Senate
Yuba,Donnie O. Turner,DEM,32,CA,U.S. Senate
Yuba,Arun K. Bhumitra,REP,553,CA,U.S. Senate
Yuba,James P Bradley,REP,"1,367",CA,U.S. Senate
Yuba,"John ""Jack"" Crew",REP,249,CA,U.S. Senate
Yuba,Erin Cruz,REP,524,CA,U.S. Senate
Yuba,"Roque ""Rocky"" De La Fuente",REP,98,CA,U.S. Senate
Yuba,Jerry Joseph Laws,REP,114,CA,U.S. Senate
Yuba,Patrick Little,REP,177,CA,U.S. Senate
Yuba,Kevin Mottus,REP,162,CA,U.S. Senate
Yuba,Mario Nabliba,REP,24,CA,U.S. Senate
Yuba,Tom Palzer,REP,133,CA,U.S. Senate
Yuba,Paul A Taylor,REP,355,CA,U.S. Senate
Yuba,Derrick Michael Reid,LIB,110,CA,U.S. Senate
Yuba,John Thompson Parker,P&F,51,CA,U.S. Senate
Yuba,Colleen Shea Fernald,NPP,12,CA,U.S. Senate
Yuba,Rash Bihari Ghosh,NPP,10,CA,U.S. Senate
Yuba,Tim Gildersleeve,NPP,27,CA,U.S. Senate
Yuba,Michael Fahmy Girgis,NPP,3,CA,U.S. Senate
Yuba,Don J. Grundmann,NPP,34,CA,U.S. Senate
Yuba,Jason M. Hanania,NPP,17,CA,U.S. Senate
Yuba,David Moore,NPP,20,CA,U.S. Senate
Yuba,Lee Olson,NPP,12,CA,U.S. Senate
Yuba,Ling Ling Shi,NPP,11,CA,U.S. Senate
