,county,candidate,party,votes,race name,state
76,Los Angeles,Steven Ireland,,"79,051",Superintendent of Public Instruction,CA
77,Los Angeles,Lily (Espinoza) Ploski,,"145,159",Superintendent of Public Instruction,CA
78,Los Angeles,Tony K. Thurmond,,"307,364",Superintendent of Public Instruction,CA
79,Los Angeles,Marshall Tuck,,"268,138",Superintendent of Public Instruction,CA
80,Madera,Steven Ireland,,"2,852",Superintendent of Public Instruction,CA
81,Madera,Lily (Espinoza) Ploski,,"3,399",Superintendent of Public Instruction,CA
82,Madera,Tony K. Thurmond,,"3,087",Superintendent of Public Instruction,CA
83,Madera,Marshall Tuck,,"6,778",Superintendent of Public Instruction,CA
84,Marin,Steven Ireland,,"2,583",Superintendent of Public Instruction,CA
85,Marin,Lily (Espinoza) Ploski,,"4,501",Superintendent of Public Instruction,CA
86,Marin,Tony K. Thurmond,,"14,700",Superintendent of Public Instruction,CA
87,Marin,Marshall Tuck,,"9,771",Superintendent of Public Instruction,CA
88,Mariposa,Steven Ireland,,680,Superintendent of Public Instruction,CA
89,Mariposa,Lily (Espinoza) Ploski,,842,Superintendent of Public Instruction,CA
90,Mariposa,Tony K. Thurmond,,999,Superintendent of Public Instruction,CA
91,Mariposa,Marshall Tuck,,"1,711",Superintendent of Public Instruction,CA
92,Mendocino,Steven Ireland,,"1,214",Superintendent of Public Instruction,CA
93,Mendocino,Lily (Espinoza) Ploski,,"1,453",Superintendent of Public Instruction,CA
94,Mendocino,Tony K. Thurmond,,"3,441",Superintendent of Public Instruction,CA
95,Mendocino,Marshall Tuck,,"1,886",Superintendent of Public Instruction,CA
96,Merced,Steven Ireland,,"2,521",Superintendent of Public Instruction,CA
97,Merced,Lily (Espinoza) Ploski,,"4,201",Superintendent of Public Instruction,CA
98,Merced,Tony K. Thurmond,,"3,440",Superintendent of Public Instruction,CA
99,Merced,Marshall Tuck,,"5,965",Superintendent of Public Instruction,CA
100,Modoc,Steven Ireland,,469,Superintendent of Public Instruction,CA
101,Modoc,Lily (Espinoza) Ploski,,370,Superintendent of Public Instruction,CA
102,Modoc,Tony K. Thurmond,,352,Superintendent of Public Instruction,CA
103,Modoc,Marshall Tuck,,609,Superintendent of Public Instruction,CA
104,Mono,Steven Ireland,,336,Superintendent of Public Instruction,CA
105,Mono,Lily (Espinoza) Ploski,,528,Superintendent of Public Instruction,CA
106,Mono,Tony K. Thurmond,,835,Superintendent of Public Instruction,CA
107,Mono,Marshall Tuck,,676,Superintendent of Public Instruction,CA
108,Monterey,Steven Ireland,,"3,680",Superintendent of Public Instruction,CA
109,Monterey,Lily (Espinoza) Ploski,,"5,674",Superintendent of Public Instruction,CA
110,Monterey,Tony K. Thurmond,,"10,207",Superintendent of Public Instruction,CA
111,Monterey,Marshall Tuck,,"9,306",Superintendent of Public Instruction,CA
112,Napa,Steven Ireland,,"1,456",Superintendent of Public Instruction,CA
113,Napa,Lily (Espinoza) Ploski,,"1,974",Superintendent of Public Instruction,CA
114,Napa,Tony K. Thurmond,,"4,454",Superintendent of Public Instruction,CA
115,Napa,Marshall Tuck,,"4,694",Superintendent of Public Instruction,CA
116,Nevada,Steven Ireland,,"1,719",Superintendent of Public Instruction,CA
117,Nevada,Lily (Espinoza) Ploski,,"2,606",Superintendent of Public Instruction,CA
118,Nevada,Tony K. Thurmond,,"4,543",Superintendent of Public Instruction,CA
119,Nevada,Marshall Tuck,,"4,839",Superintendent of Public Instruction,CA
120,Orange,Steven Ireland,,"36,851",Superintendent of Public Instruction,CA
121,Orange,Lily (Espinoza) Ploski,,"49,360",Superintendent of Public Instruction,CA
122,Orange,Tony K. Thurmond,,"83,466",Superintendent of Public Instruction,CA
123,Orange,Marshall Tuck,,"143,297",Superintendent of Public Instruction,CA
124,Placer,Steven Ireland,,"6,737",Superintendent of Public Instruction,CA
125,Placer,Lily (Espinoza) Ploski,,"7,497",Superintendent of Public Instruction,CA
126,Placer,Tony K. Thurmond,,"15,512",Superintendent of Public Instruction,CA
127,Placer,Marshall Tuck,,"21,903",Superintendent of Public Instruction,CA
128,Plumas,Steven Ireland,,838,Superintendent of Public Instruction,CA
129,Plumas,Lily (Espinoza) Ploski,,816,Superintendent of Public Instruction,CA
130,Plumas,Tony K. Thurmond,,"1,358",Superintendent of Public Instruction,CA
131,Plumas,Marshall Tuck,,"1,564",Superintendent of Public Instruction,CA
132,Riverside,Steven Ireland,,"23,215",Superintendent of Public Instruction,CA
133,Riverside,Lily (Espinoza) Ploski,,"27,719",Superintendent of Public Instruction,CA
134,Riverside,Tony K. Thurmond,,"40,063",Superintendent of Public Instruction,CA
135,Riverside,Marshall Tuck,,"74,954",Superintendent of Public Instruction,CA
136,Sacramento,Steven Ireland,,"14,767",Superintendent of Public Instruction,CA
137,Sacramento,Lily (Espinoza) Ploski,,"17,993",Superintendent of Public Instruction,CA
138,Sacramento,Tony K. Thurmond,,"38,414",Superintendent of Public Instruction,CA
139,Sacramento,Marshall Tuck,,"36,626",Superintendent of Public Instruction,CA
140,San Benito,Steven Ireland,,979,Superintendent of Public Instruction,CA
141,San Benito,Lily (Espinoza) Ploski,,"1,302",Superintendent of Public Instruction,CA
142,San Benito,Tony K. Thurmond,,"1,570",Superintendent of Public Instruction,CA
143,San Benito,Marshall Tuck,,"2,076",Superintendent of Public Instruction,CA
144,San Bernardino,Steven Ireland,,"23,480",Superintendent of Public Instruction,CA
145,San Bernardino,Lily (Espinoza) Ploski,,"27,089",Superintendent of Public Instruction,CA
146,San Bernardino,Tony K. Thurmond,,"39,083",Superintendent of Public Instruction,CA
147,San Bernardino,Marshall Tuck,,"70,581",Superintendent of Public Instruction,CA
148,San Diego,Steven Ireland,,"36,761",Superintendent of Public Instruction,CA
149,San Diego,Lily (Espinoza) Ploski,,"58,007",Superintendent of Public Instruction,CA
150,San Diego,Tony K. Thurmond,,"106,205",Superintendent of Public Instruction,CA
151,San Diego,Marshall Tuck,,"147,123",Superintendent of Public Instruction,CA
152,San Francisco,Steven Ireland,,"9,206",Superintendent of Public Instruction,CA
153,San Francisco,Lily (Espinoza) Ploski,,"18,982",Superintendent of Public Instruction,CA
154,San Francisco,Tony K. Thurmond,,"62,281",Superintendent of Public Instruction,CA
155,San Francisco,Marshall Tuck,,"32,016",Superintendent of Public Instruction,CA
156,San Joaquin,Steven Ireland,,"7,982",Superintendent of Public Instruction,CA
157,San Joaquin,Lily (Espinoza) Ploski,,"10,776",Superintendent of Public Instruction,CA
158,San Joaquin,Tony K. Thurmond,,"14,429",Superintendent of Public Instruction,CA
159,San Joaquin,Marshall Tuck,,"17,630",Superintendent of Public Instruction,CA
160,San Luis Obispo,Steven Ireland,,"6,295",Superintendent of Public Instruction,CA
161,San Luis Obispo,Lily (Espinoza) Ploski,,"6,802",Superintendent of Public Instruction,CA
162,San Luis Obispo,Tony K. Thurmond,,"16,937",Superintendent of Public Instruction,CA
163,San Luis Obispo,Marshall Tuck,,"17,109",Superintendent of Public Instruction,CA
164,San Mateo,Steven Ireland,,"6,343",Superintendent of Public Instruction,CA
165,San Mateo,Lily (Espinoza) Ploski,,"10,141",Superintendent of Public Instruction,CA
166,San Mateo,Tony K. Thurmond,,"26,893",Superintendent of Public Instruction,CA
167,San Mateo,Marshall Tuck,,"18,007",Superintendent of Public Instruction,CA
168,Santa Barbara,Steven Ireland,,"5,596",Superintendent of Public Instruction,CA
169,Santa Barbara,Lily (Espinoza) Ploski,,"9,685",Superintendent of Public Instruction,CA
170,Santa Barbara,Tony K. Thurmond,,"16,416",Superintendent of Public Instruction,CA
171,Santa Barbara,Marshall Tuck,,"15,500",Superintendent of Public Instruction,CA
172,Santa Clara,Steven Ireland,,"15,576",Superintendent of Public Instruction,CA
173,Santa Clara,Lily (Espinoza) Ploski,,"23,968",Superintendent of Public Instruction,CA
174,Santa Clara,Tony K. Thurmond,,"54,785",Superintendent of Public Instruction,CA
175,Santa Clara,Marshall Tuck,,"54,504",Superintendent of Public Instruction,CA
176,Santa Cruz,Steven Ireland,,"2,967",Superintendent of Public Instruction,CA
177,Santa Cruz,Lily (Espinoza) Ploski,,"6,443",Superintendent of Public Instruction,CA
178,Santa Cruz,Tony K. Thurmond,,"14,003",Superintendent of Public Instruction,CA
179,Santa Cruz,Marshall Tuck,,"8,140",Superintendent of Public Instruction,CA
180,Shasta,Steven Ireland,,"3,730",Superintendent of Public Instruction,CA
181,Shasta,Lily (Espinoza) Ploski,,"3,165",Superintendent of Public Instruction,CA
182,Shasta,Tony K. Thurmond,,"3,764",Superintendent of Public Instruction,CA
183,Shasta,Marshall Tuck,,"8,043",Superintendent of Public Instruction,CA
184,Sierra,Steven Ireland,,227,Superintendent of Public Instruction,CA
185,Sierra,Lily (Espinoza) Ploski,,185,Superintendent of Public Instruction,CA
186,Sierra,Tony K. Thurmond,,273,Superintendent of Public Instruction,CA
187,Sierra,Marshall Tuck,,385,Superintendent of Public Instruction,CA
188,Siskiyou,Steven Ireland,,"1,228",Superintendent of Public Instruction,CA
189,Siskiyou,Lily (Espinoza) Ploski,,"1,207",Superintendent of Public Instruction,CA
190,Siskiyou,Tony K. Thurmond,,"1,769",Superintendent of Public Instruction,CA
191,Siskiyou,Marshall Tuck,,"2,191",Superintendent of Public Instruction,CA
192,Solano,Steven Ireland,,"6,186",Superintendent of Public Instruction,CA
193,Solano,Lily (Espinoza) Ploski,,"9,663",Superintendent of Public Instruction,CA
194,Solano,Tony K. Thurmond,,"23,359",Superintendent of Public Instruction,CA
195,Solano,Marshall Tuck,,"17,842",Superintendent of Public Instruction,CA
196,Sonoma,Steven Ireland,,"7,407",Superintendent of Public Instruction,CA
197,Sonoma,Lily (Espinoza) Ploski,,"10,938",Superintendent of Public Instruction,CA
198,Sonoma,Tony K. Thurmond,,"25,414",Superintendent of Public Instruction,CA
199,Sonoma,Marshall Tuck,,"17,684",Superintendent of Public Instruction,CA
200,Stanislaus,Steven Ireland,,"6,910",Superintendent of Public Instruction,CA
201,Stanislaus,Lily (Espinoza) Ploski,,"8,687",Superintendent of Public Instruction,CA
202,Stanislaus,Tony K. Thurmond,,"10,598",Superintendent of Public Instruction,CA
203,Stanislaus,Marshall Tuck,,"15,679",Superintendent of Public Instruction,CA
204,Sutter,Steven Ireland,,"1,701",Superintendent of Public Instruction,CA
205,Sutter,Lily (Espinoza) Ploski,,"1,333",Superintendent of Public Instruction,CA
206,Sutter,Tony K. Thurmond,,"2,478",Superintendent of Public Instruction,CA
207,Sutter,Marshall Tuck,,"4,006",Superintendent of Public Instruction,CA
208,Tehama,Steven Ireland,,"1,773",Superintendent of Public Instruction,CA
209,Tehama,Lily (Espinoza) Ploski,,"1,241",Superintendent of Public Instruction,CA
210,Tehama,Tony K. Thurmond,,"1,887",Superintendent of Public Instruction,CA
211,Tehama,Marshall Tuck,,"3,752",Superintendent of Public Instruction,CA
212,Trinity,Steven Ireland,,537,Superintendent of Public Instruction,CA
213,Trinity,Lily (Espinoza) Ploski,,577,Superintendent of Public Instruction,CA
214,Trinity,Tony K. Thurmond,,822,Superintendent of Public Instruction,CA
215,Trinity,Marshall Tuck,,851,Superintendent of Public Instruction,CA
216,Tulare,Steven Ireland,,"4,697",Superintendent of Public Instruction,CA
217,Tulare,Lily (Espinoza) Ploski,,"4,732",Superintendent of Public Instruction,CA
218,Tulare,Tony K. Thurmond,,"5,558",Superintendent of Public Instruction,CA
219,Tulare,Marshall Tuck,,"12,345",Superintendent of Public Instruction,CA
220,Tuolumne,Steven Ireland,,"1,521",Superintendent of Public Instruction,CA
221,Tuolumne,Lily (Espinoza) Ploski,,"1,641",Superintendent of Public Instruction,CA
222,Tuolumne,Tony K. Thurmond,,"2,697",Superintendent of Public Instruction,CA
223,Tuolumne,Marshall Tuck,,"3,236",Superintendent of Public Instruction,CA
224,Ventura,Steven Ireland,,"12,239",Superintendent of Public Instruction,CA
225,Ventura,Lily (Espinoza) Ploski,,"14,309",Superintendent of Public Instruction,CA
226,Ventura,Tony K. Thurmond,,"28,601",Superintendent of Public Instruction,CA
227,Ventura,Marshall Tuck,,"39,062",Superintendent of Public Instruction,CA
228,Yolo,Steven Ireland,,"2,243",Superintendent of Public Instruction,CA
229,Yolo,Lily (Espinoza) Ploski,,"4,041",Superintendent of Public Instruction,CA
230,Yolo,Tony K. Thurmond,,"10,276",Superintendent of Public Instruction,CA
231,Yolo,Marshall Tuck,,"7,132",Superintendent of Public Instruction,CA
232,Yuba,Steven Ireland,,"1,208",Superintendent of Public Instruction,CA
233,Yuba,Lily (Espinoza) Ploski,,808,Superintendent of Public Instruction,CA
234,Yuba,Tony K. Thurmond,,"1,450",Superintendent of Public Instruction,CA
235,Yuba,Marshall Tuck,,"2,449",Superintendent of Public Instruction,CA
