,county,candidate,party,votes,race name,state
301,Monterey,David Fennell,REP,"1,789",Lieutenant Governor,CA
302,Monterey,Cole Harris,REP,"5,614",Lieutenant Governor,CA
303,Monterey,David R. Hernandez,REP,"1,475",Lieutenant Governor,CA
304,Monterey,Lydia Ortega,REP,"1,676",Lieutenant Governor,CA
305,Monterey,Tim Ferreira,LIB,416,Lieutenant Governor,CA
306,Monterey,Gayle McLaughlin,NPP,845,Lieutenant Governor,CA
307,Monterey,Danny Thomas,NPP,213,Lieutenant Governor,CA
308,Napa,Jeff Bleich,DEM,"2,030",Lieutenant Governor,CA
309,Napa,Cameron Gharabiklou,DEM,66,Lieutenant Governor,CA
310,Napa,Ed Hernandez,DEM,"2,206",Lieutenant Governor,CA
311,Napa,Eleni Kounalakis,DEM,"4,352",Lieutenant Governor,CA
312,Napa,David Fennell,REP,"1,745",Lieutenant Governor,CA
313,Napa,Cole Harris,REP,"1,586",Lieutenant Governor,CA
314,Napa,David R. Hernandez,REP,704,Lieutenant Governor,CA
315,Napa,Lydia Ortega,REP,769,Lieutenant Governor,CA
316,Napa,Tim Ferreira,LIB,319,Lieutenant Governor,CA
317,Napa,Gayle McLaughlin,NPP,349,Lieutenant Governor,CA
318,Napa,Danny Thomas,NPP,117,Lieutenant Governor,CA
319,Nevada,Jeff Bleich,DEM,"1,112",Lieutenant Governor,CA
320,Nevada,Cameron Gharabiklou,DEM,84,Lieutenant Governor,CA
321,Nevada,Ed Hernandez,DEM,"1,605",Lieutenant Governor,CA
322,Nevada,Eleni Kounalakis,DEM,"4,765",Lieutenant Governor,CA
323,Nevada,David Fennell,REP,"1,903",Lieutenant Governor,CA
324,Nevada,Cole Harris,REP,"2,817",Lieutenant Governor,CA
325,Nevada,David R. Hernandez,REP,865,Lieutenant Governor,CA
326,Nevada,Lydia Ortega,REP,"1,176",Lieutenant Governor,CA
327,Nevada,Tim Ferreira,LIB,241,Lieutenant Governor,CA
328,Nevada,Gayle McLaughlin,NPP,495,Lieutenant Governor,CA
329,Nevada,Danny Thomas,NPP,74,Lieutenant Governor,CA
330,Orange,Jeff Bleich,DEM,"19,524",Lieutenant Governor,CA
331,Orange,Cameron Gharabiklou,DEM,"4,091",Lieutenant Governor,CA
332,Orange,Ed Hernandez,DEM,"68,313",Lieutenant Governor,CA
333,Orange,Eleni Kounalakis,DEM,"62,533",Lieutenant Governor,CA
334,Orange,David Fennell,REP,"30,590",Lieutenant Governor,CA
335,Orange,Cole Harris,REP,"90,418",Lieutenant Governor,CA
336,Orange,David R. Hernandez,REP,"31,310",Lieutenant Governor,CA
337,Orange,Lydia Ortega,REP,"26,438",Lieutenant Governor,CA
338,Orange,Tim Ferreira,LIB,"5,051",Lieutenant Governor,CA
339,Orange,Gayle McLaughlin,NPP,"7,189",Lieutenant Governor,CA
340,Orange,Danny Thomas,NPP,"2,662",Lieutenant Governor,CA
341,Placer,Jeff Bleich,DEM,"2,828",Lieutenant Governor,CA
342,Placer,Cameron Gharabiklou,DEM,329,Lieutenant Governor,CA
343,Placer,Ed Hernandez,DEM,"6,425",Lieutenant Governor,CA
344,Placer,Eleni Kounalakis,DEM,"14,093",Lieutenant Governor,CA
345,Placer,David Fennell,REP,"4,974",Lieutenant Governor,CA
346,Placer,Cole Harris,REP,"16,411",Lieutenant Governor,CA
347,Placer,David R. Hernandez,REP,"3,895",Lieutenant Governor,CA
348,Placer,Lydia Ortega,REP,"5,177",Lieutenant Governor,CA
349,Placer,Tim Ferreira,LIB,"1,057",Lieutenant Governor,CA
350,Placer,Gayle McLaughlin,NPP,"1,151",Lieutenant Governor,CA
351,Placer,Danny Thomas,NPP,396,Lieutenant Governor,CA
352,Plumas,Jeff Bleich,DEM,263,Lieutenant Governor,CA
353,Plumas,Cameron Gharabiklou,DEM,33,Lieutenant Governor,CA
354,Plumas,Ed Hernandez,DEM,479,Lieutenant Governor,CA
355,Plumas,Eleni Kounalakis,DEM,"1,242",Lieutenant Governor,CA
356,Plumas,David Fennell,REP,916,Lieutenant Governor,CA
357,Plumas,Cole Harris,REP,854,Lieutenant Governor,CA
358,Plumas,David R. Hernandez,REP,527,Lieutenant Governor,CA
359,Plumas,Lydia Ortega,REP,533,Lieutenant Governor,CA
360,Plumas,Tim Ferreira,LIB,107,Lieutenant Governor,CA
361,Plumas,Gayle McLaughlin,NPP,141,Lieutenant Governor,CA
362,Plumas,Danny Thomas,NPP,36,Lieutenant Governor,CA
363,Riverside,Jeff Bleich,DEM,"10,426",Lieutenant Governor,CA
364,Riverside,Cameron Gharabiklou,DEM,"1,407",Lieutenant Governor,CA
365,Riverside,Ed Hernandez,DEM,"34,266",Lieutenant Governor,CA
366,Riverside,Eleni Kounalakis,DEM,"26,380",Lieutenant Governor,CA
367,Riverside,David Fennell,REP,"18,539",Lieutenant Governor,CA
368,Riverside,Cole Harris,REP,"44,714",Lieutenant Governor,CA
369,Riverside,David R. Hernandez,REP,"13,439",Lieutenant Governor,CA
370,Riverside,Lydia Ortega,REP,"11,419",Lieutenant Governor,CA
371,Riverside,Tim Ferreira,LIB,"2,088",Lieutenant Governor,CA
372,Riverside,Gayle McLaughlin,NPP,"2,948",Lieutenant Governor,CA
373,Riverside,Danny Thomas,NPP,"1,078",Lieutenant Governor,CA
374,Sacramento,Jeff Bleich,DEM,"8,371",Lieutenant Governor,CA
375,Sacramento,Cameron Gharabiklou,DEM,"1,062",Lieutenant Governor,CA
376,Sacramento,Ed Hernandez,DEM,"19,702",Lieutenant Governor,CA
377,Sacramento,Eleni Kounalakis,DEM,"37,482",Lieutenant Governor,CA
378,Sacramento,David Fennell,REP,"10,822",Lieutenant Governor,CA
379,Sacramento,Cole Harris,REP,"18,319",Lieutenant Governor,CA
380,Sacramento,David R. Hernandez,REP,"8,596",Lieutenant Governor,CA
381,Sacramento,Lydia Ortega,REP,"8,665",Lieutenant Governor,CA
382,Sacramento,Tim Ferreira,LIB,"1,994",Lieutenant Governor,CA
383,Sacramento,Gayle McLaughlin,NPP,"3,021",Lieutenant Governor,CA
384,Sacramento,Danny Thomas,NPP,850,Lieutenant Governor,CA
385,San Benito,Jeff Bleich,DEM,388,Lieutenant Governor,CA
