"Election","Jurisdiction Name","Reporting County Name","DataEntry Jurisdiction Name","DataEntry Level Name","Office","Office Category","Ballot Order","Name on Ballot","Political Party","Winner","Number of Office Seats","Total Votes"
"2018 Primary Election","77","Vanderburgh","Vanderburgh","Locality","State Representative, District 077","State Representative","120","Ryan Hatfield","Democratic","Yes","1","1570"
"2018 Primary Election","78","Vanderburgh","Vanderburgh","Locality","State Representative, District 078","State Representative","120","Holli Sullivan","Republican","Yes","1","2344"
"2018 Primary Election","78","Warrick","Warrick","Locality","State Representative, District 078","State Representative","120","Holli Sullivan","Republican","Yes","1","821"
"2018 Primary Election","79","Adams","Adams","Locality","State Representative, District 079","State Representative","120","Matthew S. Lehman","Republican","Yes","1","3559"
"2018 Primary Election","79","Allen","Allen","Locality","State Representative, District 079","State Representative","120","Matthew S. Lehman","Republican","Yes","1","690"
"2018 Primary Election","79","Wells","Wells","Locality","State Representative, District 079","State Representative","120","Matthew S. Lehman","Republican","Yes","1","2245"
"2018 Primary Election","80","Allen","Allen","Locality","State Representative, District 080","State Representative","120","Linda Brooks","Democratic","No","1","1110"
"2018 Primary Election","80","Allen","Allen","Locality","State Representative, District 080","State Representative","120","Phil Giaquinta","Democratic","Yes","1","2120"
"2018 Primary Election","81","Allen","Allen","Locality","State Representative, District 081","State Representative","120","Kyle R. Miller","Democratic","Yes","1","2141"
"2018 Primary Election","81","Allen","Allen","Locality","State Representative, District 081","State Representative","120","Martin Carbaugh","Republican","Yes","1","2813"
"2018 Primary Election","82","Allen","Allen","Locality","State Representative, District 082","State Representative","120","David H. Abbott","Republican","Yes","1","527"
"2018 Primary Election","82","Allen","Allen","Locality","State Representative, District 082","State Representative","120","Mike Wilber","Democratic","Yes","1","121"
"2018 Primary Election","82","Elkhart","Elkhart","Locality","State Representative, District 082","State Representative","120","David H. Abbott","Republican","Yes","1","290"
"2018 Primary Election","82","Elkhart","Elkhart","Locality","State Representative, District 082","State Representative","120","Mike Wilber","Democratic","Yes","1","16"
"2018 Primary Election","82","Lagrange","Lagrange","Locality","State Representative, District 082","State Representative","120","David H. Abbott","Republican","Yes","1","460"
"2018 Primary Election","82","Lagrange","Lagrange","Locality","State Representative, District 082","State Representative","120","Mike Wilber","Democratic","Yes","1","65"
"2018 Primary Election","82","Noble","Noble","Locality","State Representative, District 082","State Representative","120","David H. Abbott","Republican","Yes","1","4567"
"2018 Primary Election","82","Noble","Noble","Locality","State Representative, District 082","State Representative","120","Mike Wilber","Democratic","Yes","1","873"
"2018 Primary Election","82","Whitley","Whitley","Locality","State Representative, District 082","State Representative","120","David H. Abbott","Republican","Yes","1","849"
"2018 Primary Election","82","Whitley","Whitley","Locality","State Representative, District 082","State Representative","120","Mike Wilber","Democratic","Yes","1","223"
"2018 Primary Election","83","Allen","Allen","Locality","State Representative, District 083","State Representative","120","Christopher N. Judy","Republican","Yes","1","2871"
"2018 Primary Election","83","Whitley","Whitley","Locality","State Representative, District 083","State Representative","120","Christopher N. Judy","Republican","Yes","1","2953"
"2018 Primary Election","84","Allen","Allen","Locality","State Representative, District 084","State Representative","120","Bob Morris","Republican","Yes","1","4658"
"2018 Primary Election","84","Allen","Allen","Locality","State Representative, District 084","State Representative","120","Curtis Nash","Democratic","Yes","1","2259"
"2018 Primary Election","85","Allen","Allen","Locality","State Representative, District 085","State Representative","120","Christopher J. Rex","Democratic","Yes","1","1528"
"2018 Primary Election","85","Allen","Allen","Locality","State Representative, District 085","State Representative","120","Dave Heine","Republican","Yes","1","4246"
"2018 Primary Election","86","Marion","Marion","Locality","State Representative, District 086","State Representative","120","Edward O. Delaney","Democratic","Yes","1","6429"
"2018 Primary Election","87","Marion","Marion","Locality","State Representative, District 087","State Representative","120","Carey Hamilton","Democratic","Yes","1","4530"
"2018 Primary Election","87","Marion","Marion","Locality","State Representative, District 087","State Representative","120","Paula L. Finch","Republican","Yes","1","3575"
"2018 Primary Election","88","Hamilton","Hamilton","Locality","State Representative, District 088","State Representative","120","Brian C. Bosma","Republican","Yes","1","1284"
"2018 Primary Election","88","Hamilton","Hamilton","Locality","State Representative, District 088","State Representative","120","Poonam Gill","Democratic","Yes","1","378"
"2018 Primary Election","88","Hancock","Hancock","Locality","State Representative, District 088","State Representative","120","Brian C. Bosma","Republican","Yes","1","2496"
"2018 Primary Election","88","Hancock","Hancock","Locality","State Representative, District 088","State Representative","120","Poonam Gill","Democratic","Yes","1","477"
"2018 Primary Election","88","Marion","Marion","Locality","State Representative, District 088","State Representative","120","Brian C. Bosma","Republican","Yes","1","2590"
"2018 Primary Election","88","Marion","Marion","Locality","State Representative, District 088","State Representative","120","Poonam Gill","Democratic","Yes","1","1788"
"2018 Primary Election","89","Marion","Marion","Locality","State Representative, District 089","State Representative","120","Cindy Kirchhofer","Republican","Yes","1","3293"
"2018 Primary Election","89","Marion","Marion","Locality","State Representative, District 089","State Representative","120","John F. Barnes","Democratic","Yes","1","2802"
"2018 Primary Election","90","Marion","Marion","Locality","State Representative, District 090","State Representative","120","Mike Speedy","Republican","Yes","1","4103"
"2018 Primary Election","90","Marion","Marion","Locality","State Representative, District 090","State Representative","120","Tim Jeffers","Democratic","Yes","1","1926"
"2018 Primary Election","91","Hendricks","Hendricks","Locality","State Representative, District 091","State Representative","120","Kevin Leineweber","Democratic","Yes","1","431"
"2018 Primary Election","91","Hendricks","Hendricks","Locality","State Representative, District 091","State Representative","120","Robert W. Behning","Republican","Yes","1","1421"
"2018 Primary Election","91","Marion","Marion","Locality","State Representative, District 091","State Representative","120","Kevin Leineweber","Democratic","Yes","1","964"
"2018 Primary Election","91","Marion","Marion","Locality","State Representative, District 091","State Representative","120","Robert W. Behning","Republican","Yes","1","1744"
"2018 Primary Election","92","Marion","Marion","Locality","State Representative, District 092","State Representative","120","Karlee Macer","Democratic","Yes","1","2475"
"2018 Primary Election","93","Johnson","Johnson","Locality","State Representative, District 093","State Representative","120","David N. Frizzell","Republican","Yes","1","1529"
"2018 Primary Election","93","Johnson","Johnson","Locality","State Representative, District 093","State Representative","120","Greg Rathnow","Democratic","Yes","1","376"
"2018 Primary Election","93","Marion","Marion","Locality","State Representative, District 093","State Representative","120","David N. Frizzell","Republican","Yes","1","3031"
"2018 Primary Election","93","Marion","Marion","Locality","State Representative, District 093","State Representative","120","Greg Rathnow","Democratic","Yes","1","1479"
"2018 Primary Election","94","Marion","Marion","Locality","State Representative, District 094","State Representative","120","Cherrish S. Pryor","Democratic","Yes","1","5690"
"2018 Primary Election","95","Marion","Marion","Locality","State Representative, District 095","State Representative","120","John L. Bartlett","Democratic","Yes","1","4517"
"2018 Primary Election","96","Marion","Marion","Locality","State Representative, District 096","State Representative","120","Gregory W. Porter","Democratic","Yes","1","7792"
"2018 Primary Election","97","Marion","Marion","Locality","State Representative, District 097","State Representative","120","Justin Moed","Democratic","Yes","1","1635"
"2018 Primary Election","98","Marion","Marion","Locality","State Representative, District 098","State Representative","120","Nichole M. Thomas","Democratic","No","1","547"
"2018 Primary Election","98","Marion","Marion","Locality","State Representative, District 098","State Representative","120","Robin Shackleford","Democratic","Yes","1","3548"
"2018 Primary Election","99","Marion","Marion","Locality","State Representative, District 099","State Representative","120","Vanessa J. Summers","Democratic","Yes","1","4866"
"2018 Primary Election","Adams","Adams","Adams","Locality","Judge Of The Adams Circuit Court, 26th Judicial Circuit","Judge, Circuit Court","130","Chad E. Kukelhan","Republican","Yes","1","3578"
"2018 Primary Election","Blackford","Blackford","Blackford","Locality","Judge Of The Blackford Circuit Court","Judge, Circuit Court","130","Brian Bade","Republican","Yes","1","846"
"2018 Primary Election","Blackford","Blackford","Blackford","Locality","Judge Of The Blackford Circuit Court","Judge, Circuit Court","130","Joelle A. Freiburger","Republican","No","1","479"
"2018 Primary Election","Blackford","Blackford","Blackford","Locality","Judge Of The Blackford Circuit Court","Judge, Circuit Court","130","Nick Barry","Republican","No","1","474"
"2018 Primary Election","Boone","Boone","Boone","Locality","Judge Of The Boone Circuit Court","Judge, Circuit Court","130","Lori Schein","Republican","Yes","1","3478"
"2018 Primary Election","Boone","Boone","Boone","Locality","Judge Of The Boone Circuit Court","Judge, Circuit Court","130","Tamie Jo Morog","Republican","No","1","1491"
"2018 Primary Election","Boone","Boone","Boone","Locality","Judge Of The Boone Circuit Court","Judge, Circuit Court","130","Todd J. Meyer","Republican","No","1","3437"
"2018 Primary Election","Brown","Brown","Brown","Locality","Judge Of The Brown Circuit Court, 88th Judicial Circuit","Judge, Circuit Court","130","Greg Bowes","Democratic","No","1","435"
"2018 Primary Election","Brown","Brown","Brown","Locality","Judge Of The Brown Circuit Court, 88th Judicial Circuit","Judge, Circuit Court","130","Jacob (Jake) Moore","Republican","No","1","365"
"2018 Primary Election","Brown","Brown","Brown","Locality","Judge Of The Brown Circuit Court, 88th Judicial Circuit","Judge, Circuit Court","130","Kristopher Kritzer","Democratic","Yes","1","638"
"2018 Primary Election","Brown","Brown","Brown","Locality","Judge Of The Brown Circuit Court, 88th Judicial Circuit","Judge, Circuit Court","130","Mary Wertz","Republican","Yes","1","1103"
"2018 Primary Election","Brown","Brown","Brown","Locality","Judge Of The Brown Circuit Court, 88th Judicial Circuit","Judge, Circuit Court","130","Tracey Yeager Stogsdill","Republican","No","1","885"
"2018 Primary Election","Carroll","Carroll","Carroll","Locality","Judge Of The Carroll Circuit Court, 74th Judicial Circuit","Judge, Circuit Court","130","Benjamin A. Diener","Republican","Yes","1","2418"
"2018 Primary Election","Cass","Cass","Cass","Locality","Judge Of The Cass Circuit Court, 29th Judicial Circuit","Judge, Circuit Court","130","Sheryl M. Pherson","Republican","No","1","2398"
"2018 Primary Election","Cass","Cass","Cass","Locality","Judge Of The Cass Circuit Court, 29th Judicial Circuit","Judge, Circuit Court","130","Stephen Roger Kitts Ii","Republican","Yes","1","2466"
"2018 Primary Election","Clark","Clark","Clark","Locality","Judge Of The Clark Circuit Court, 4th Judicial Circuit, No. 4","Judge, Circuit Court","130","Dan Moore","Republican","Yes","1","4927"
"2018 Primary Election","Clark","Clark","Clark","Locality","Judge Of The Clark Circuit Court, 4th Judicial Circuit, No. 4","Judge, Circuit Court","130","Vicki Carmichael","Democratic","Yes","1","6009"
"2018 Primary Election","Clay","Clay","Clay","Locality","Judge Of The Clay Circuit Court, 13th Judicial Circuit","Judge, Circuit Court","130","Joseph Dom Trout","Democratic","Yes","1","952"
"2018 Primary Election","Clinton","Clinton","Clinton","Locality","Judge Of The Clinton Circuit Court, 45th Judicial Circuit","Judge, Circuit Court","130","Bradley K. Mohler","Republican","Yes","1","3961"
"2018 Primary Election","Decatur","Decatur","Decatur","Locality","Judge Of The Decatur Circuit Court, 69th Judicial Circuit","Judge, Circuit Court","130","Timothy B. Day","Republican","Yes","1","3367"
"2018 Primary Election","Delaware","Delaware","Delaware","Locality","Judge Of The Delaware Circuit Court, 46th Judicial Circuit, No. 2","Judge, Circuit Court","130","Kimberly S. Dowling","Democratic","Yes","1","5932"
"2018 Primary Election","Franklin","Franklin","Franklin","Locality","Judge Of The Franklin Circuit Court, 37th Judicial Circuit, No. 1","Judge, Circuit Court","130","J. Steven Cox","Republican","Yes","1","2573"
"2018 Primary Election","Gibson","Gibson","Gibson","Locality","Judge Of The Gibson Circuit Court, 66th Judicial Circuit","Judge, Circuit Court","130","Abigail ""Abby"" Brown-Cox","Republican","No","1","2278"
"2018 Primary Election","Gibson","Gibson","Gibson","Locality","Judge Of The Gibson Circuit Court, 66th Judicial Circuit","Judge, Circuit Court","130","Jeffrey F. Meade","Republican","Yes","1","2604"
"2018 Primary Election","Grant","Grant","Grant","Locality","Judge Of The Grant Circuit Court, 48th Judicial Circuit","Judge, Circuit Court","130","Mark E. Spitzer","Republican","Yes","1","5947"
"2018 Primary Election","Greene","Greene","Greene","Locality","Judge Of The Greene Circuit Court, 63rd Judicial Circuit","Judge, Circuit Court","130","Erik (Chip) Allen","Republican","Yes","1","2425"
"2018 Primary Election","Hancock","Hancock","Hancock","Locality","Judge Of The Hancock Circuit Court, 18th Judicial Circuit","Judge, Circuit Court","130","D.j. Davis","Republican","No","1","4207"
"2018 Primary Election","Hancock","Hancock","Hancock","Locality","Judge Of The Hancock Circuit Court, 18th Judicial Circuit","Judge, Circuit Court","130","J. Scott Wooldridge","Republican","No","1","1602"
"2018 Primary Election","Hancock","Hancock","Hancock","Locality","Judge Of The Hancock Circuit Court, 18th Judicial Circuit","Judge, Circuit Court","130","Scott Sirk","Republican","Yes","1","5163"
"2018 Primary Election","Henry","Henry","Henry","Locality","Judge Of The Henry Circuit Court, 53rd Judicial Circuit, No. 2","Judge, Circuit Court","130","Kit C. Dean Crane","Republican","Yes","1","4931"
"2018 Primary Election","Henry","Henry","Henry","Locality","Judge Of The Henry Circuit Court, 53rd Judicial Circuit, No. 3","Judge, Circuit Court","130","David L. Mccord","Republican","Yes","1","4952"
"2018 Primary Election","Huntington","Huntington","Huntington","Locality","Judge Of The Huntington Circuit Court, 56th Judicial Circuit","Judge, Circuit Court","130","Davin Glen Smith","Republican","Yes","1","2074"
"2018 Primary Election","Huntington","Huntington","Huntington","Locality","Judge Of The Huntington Circuit Court, 56th Judicial Circuit","Judge, Circuit Court","130","Jamie Groves","Republican","No","1","1979"
"2018 Primary Election","Huntington","Huntington","Huntington","Locality","Judge Of The Huntington Circuit Court, 56th Judicial Circuit","Judge, Circuit Court","130","Jill M. Denman","Republican","No","1","1032"
"2018 Primary Election","Huntington","Huntington","Huntington","Locality","Judge Of The Huntington Circuit Court, 56th Judicial Circuit","Judge, Circuit Court","130","Justin R. Wall","Republican","No","1","413"
"2018 Primary Election","Jackson","Jackson","Jackson","Locality","Judge Of The Jackson Circuit Court, 40th Judicial Circuit","Judge, Circuit Court","130","Richard W. Poynter","Republican","Yes","1","5645"
"2018 Primary Election","Jasper","Jasper","Jasper","Locality","Judge Of The Jasper Circuit Court, 30th Judicial Circuit","Judge, Circuit Court","130","John D. Potter","Republican","Yes","1","3831"
"2018 Primary Election","Jay","Jay","Jay","Locality","Judge Of The Jay Circuit Court, 58th Judicial Circuit","Judge, Circuit Court","130","Brian D. Hutchison","Republican","Yes","1","2475"
"2018 Primary Election","Jefferson","Jefferson","Jefferson","Locality","Judge Of The Jefferson Circuit Court, 5th Judicial Circuit","Judge, Circuit Court","130","Darrell Maurice Auxier","Democratic","Yes","1","1562"
"2018 Primary Election","Johnson","Johnson","Johnson","Locality","Judge Of The Johnson Circuit Court, 8th Judicial Circuit","Judge, Circuit Court","130","Andrew S. Roesener","Republican","Yes","1","10132"
"2018 Primary Election","Johnson","Johnson","Johnson","Locality","Judge Of The Johnson Circuit Court, 8th Judicial Circuit","Judge, Circuit Court","130","Ryan P. Dillon","Republican","No","1","3704"
"2018 Primary Election","Johnson","Johnson","Johnson","Locality","Judge Of The Johnson Circuit Court, 8th Judicial Circuit","Judge, Circuit Court","130","Steven L. Kennedy","Democratic","Yes","1","2900"
"2018 Primary Election","Kosciusko","Kosciusko","Kosciusko","Locality","Judge Of The Kosciusko Circuit Court, 54th Judicial Circuit","Judge, Circuit Court","130","Michael W. Reed","Republican","Yes","1","10441"
"2018 Primary Election","Laporte","Laporte","Laporte","Locality","Judge Of The Laporte Circuit Court, 32nd Judicial Circuit","Judge, Circuit Court","130","Thomas J. Alevizos","Democratic","Yes","1","6372"
"2018 Primary Election","Madison","Madison","Madison","Locality","Judge Of The Madison Circuit Court, 50th Judicial Circuit, No. 3","Judge, Circuit Court","130","Andrew Hopper","Republican","Yes","1","6621"
"2018 Primary Election","Madison","Madison","Madison","Locality","Judge Of The Madison Circuit Court, 50th Judicial Circuit, No. 3","Judge, Circuit Court","130","Nicale L. Rector","Democratic","No","1","4593"
"2018 Primary Election","Madison","Madison","Madison","Locality","Judge Of The Madison Circuit Court, 50th Judicial Circuit, No. 3","Judge, Circuit Court","130","Rosemary Khoury","Democratic","Yes","1","5072"
"2018 Primary Election","Madison","Madison","Madison","Locality","Judge Of The Madison Circuit Court, 50th Judicial Circuit, No. 3","Judge, Circuit Court","130","Scott A. Norrick","Republican","No","1","3396"
"2018 Primary Election","Monroe","Monroe","Monroe","Locality","Judge Of The Monroe Circuit Court, 10th Judicial Circuit, No. 2","Judge, Circuit Court","130","Chris Gaal","Democratic","No","1","6296"
"2018 Primary Election","Monroe","Monroe","Monroe","Locality","Judge Of The Monroe Circuit Court, 10th Judicial Circuit, No. 2","Judge, Circuit Court","130","Christine Talley Haseman","Democratic","Yes","1","6323"
"2018 Primary Election","Monroe","Monroe","Monroe","Locality","Judge Of The Monroe Circuit Court, 10th Judicial Circuit, No. 3","Judge, Circuit Court","130","Catherine Stafford","Democratic","Yes","1","9548"
"2018 Primary Election","Monroe","Monroe","Monroe","Locality","Judge Of The Monroe Circuit Court, 10th Judicial Circuit, No. 3","Judge, Circuit Court","130","Jeff Kehr","Democratic","No","1","2419"
"2018 Primary Election","Monroe","Monroe","Monroe","Locality","Judge Of The Monroe Circuit Court, 10th Judicial Circuit, No. 8","Judge, Circuit Court","130","Alphonso (Al) Manns","Democratic","No","1","2025"
"2018 Primary Election","Monroe","Monroe","Monroe","Locality","Judge Of The Monroe Circuit Court, 10th Judicial Circuit, No. 8","Judge, Circuit Court","130","Darcie L. Fawcett","Democratic","Yes","1","6910"
"2018 Primary Election","Monroe","Monroe","Monroe","Locality","Judge Of The Monroe Circuit Court, 10th Judicial Circuit, No. 8","Judge, Circuit Court","130","Geoff Bradley","Democratic","No","1","3024"
"2018 Primary Election","Morgan","Morgan","Morgan","Locality","Judge Of The Morgan Circuit Court, 15th Judicial Circuit","Judge, Circuit Court","130","Matthew G. Hanson","Republican","Yes","1","7630"
"2018 Primary Election","Newton","Newton","Beaver 1","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","107"
"2018 Primary Election","Newton","Newton","Beaver 2","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","149"
"2018 Primary Election","Newton","Newton","Colfax","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","11"
"2018 Primary Election","Newton","Newton","Grant 1","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","64"
"2018 Primary Election","Newton","Newton","Grant 2","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","41"
"2018 Primary Election","Newton","Newton","Iroquois 1","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","59"
"2018 Primary Election","Newton","Newton","Iroquois 2","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","96"
"2018 Primary Election","Newton","Newton","Jackson","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","54"
"2018 Primary Election","Newton","Newton","Jefferson 1","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","100"
"2018 Primary Election","Newton","Newton","Jefferson 2","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","100"
"2018 Primary Election","Newton","Newton","Jefferson 3","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","52"
"2018 Primary Election","Newton","Newton","Lake 1","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","109"
"2018 Primary Election","Newton","Newton","Lake 2","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","81"
"2018 Primary Election","Newton","Newton","Lincoln 1","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","106"
"2018 Primary Election","Newton","Newton","Lincoln 2","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","141"
"2018 Primary Election","Newton","Newton","Lincoln 3","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","155"
"2018 Primary Election","Newton","Newton","Mcclellan","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","22"
"2018 Primary Election","Newton","Newton","Washington","Precinct","Judge Of The Newton Circuit Court, 79th Judicial Circuit","Judge, Circuit Court","130","Jeryl F. Leach","Republican","Yes","1","48"
"2018 Primary Election","Owen","Owen","Owen","Locality","Judge Of The Owen Circuit Court, 78th Judicial Circuit, No. 1","Judge, Circuit Court","130","Lori Thatcher Quillen","Democratic","Yes","1","1112"
"2018 Primary Election","Perry","Perry","Perry","Locality","Judge Of The Perry Circuit Court, 70th Judicial Circuit","Judge, Circuit Court","130","Lucy Goffinet","Democratic","Yes","1","2216"
"2018 Primary Election","Pike","Pike","Pike","Locality","Judge Of The Pike Circuit Court, 83rd Judicial Circuit","Judge, Circuit Court","130","Jeffrey L. Biesterveld","Democratic","Yes","1","1209"
"2018 Primary Election","Posey","Posey","Posey","Locality","Judge Of The Posey Circuit Court, 11th Judicial Circuit","Judge, Circuit Court","130","Craig Goedde","Republican","Yes","1","1362"
"2018 Primary Election","Posey","Posey","Posey","Locality","Judge Of The Posey Circuit Court, 11th Judicial Circuit","Judge, Circuit Court","130","Jake Warrum","Democratic","No","1","801"
"2018 Primary Election","Posey","Posey","Posey","Locality","Judge Of The Posey Circuit Court, 11th Judicial Circuit","Judge, Circuit Court","130","W. Trent Van Haaften","Democratic","Yes","1","1087"
"2018 Primary Election","Pulaski","Pulaski","Pulaski","Locality","Judge Of The Pulaski Circuit Court, 59th Judicial Circuit","Judge, Circuit Court","130","Mary C. Welker","Republican","Yes","1","872"
"2018 Primary Election","Pulaski","Pulaski","Pulaski","Locality","Judge Of The Pulaski Circuit Court, 59th Judicial Circuit","Judge, Circuit Court","130","Timothy J. Murray","Republican","No","1","850"
"2018 Primary Election","Rush","Rush","Rush","Locality","Judge Of The Rush Circuit Court, 65th Judicial Circuit","Judge, Circuit Court","130","David E. Northam","Republican","Yes","1","1998"
"2018 Primary Election","Rush","Rush","Rush","Locality","Judge Of The Rush Circuit Court, 65th Judicial Circuit","Judge, Circuit Court","130","Leigh S. Morning","Republican","No","1","767"
"2018 Primary Election","Shelby","Shelby","Shelby","Locality","Judge Of The Shelby Circuit Court, 16th Judicial Circuit","Judge, Circuit Court","130","Adam C. James","Republican","No","1","705"
"2018 Primary Election","Shelby","Shelby","Shelby","Locality","Judge Of The Shelby Circuit Court, 16th Judicial Circuit","Judge, Circuit Court","130","Amanda O. Blackketter","Republican","No","1","761"
"2018 Primary Election","Shelby","Shelby","Shelby","Locality","Judge Of The Shelby Circuit Court, 16th Judicial Circuit","Judge, Circuit Court","130","Andrew M. Eads","Republican","No","1","495"
"2018 Primary Election","Shelby","Shelby","Shelby","Locality","Judge Of The Shelby Circuit Court, 16th Judicial Circuit","Judge, Circuit Court","130","Jennifer K. (Jenny) Kinsley","Republican","No","1","1224"
"2018 Primary Election","Shelby","Shelby","Shelby","Locality","Judge Of The Shelby Circuit Court, 16th Judicial Circuit","Judge, Circuit Court","130","Kelley Yeager Baldwin","Republican","No","1","634"
"2018 Primary Election","Shelby","Shelby","Shelby","Locality","Judge Of The Shelby Circuit Court, 16th Judicial Circuit","Judge, Circuit Court","130","Trent Meltzer","Republican","Yes","1","1316"
"2018 Primary Election","Steuben","Steuben","Steuben","Locality","Judge Of The Steuben Circuit Court, 85th Judicial Circuit","Judge, Circuit Court","130","Allen N. Wheat","Republican","Yes","1","2691"
"2018 Primary Election","Tippecanoe","Tippecanoe","Tippecanoe","Locality","Judge Of The Tippecanoe Circuit Court","Judge, Circuit Court","130","Sean M. Persin","Republican","Yes","1","11368"
"2018 Primary Election","Vermillion","Vermillion","Vermillion","Locality","Judge Of The Vermillion Circuit Court, 47th Judicial Circuit","Judge, Circuit Court","130","Donald J. Bonomo","Democratic","No","1","987"
"2018 Primary Election","Vermillion","Vermillion","Vermillion","Locality","Judge Of The Vermillion Circuit Court, 47th Judicial Circuit","Judge, Circuit Court","130","Jill D. Wesch","Democratic","Yes","1","1330"
"2018 Primary Election","Wayne","Wayne","Wayne","Locality","Judge Of The Wayne Circuit Court, 17th Judicial Circuit","Judge, Circuit Court","130","David Kolger","Republican","Yes","1","6180"
"2018 Primary Election","Wells","Wells","Wells","Locality","Judge Of The Wells Circuit Court, 28th Judicial Circuit","Judge, Circuit Court","130","Kenton W. Kiracofe","Republican","Yes","1","3097"
"2018 Primary Election","White","White","White","Locality","Judge Of The White Circuit Court, 39th Judicial Circuit","Judge, Circuit Court","130","Jason A. Thompson","Republican","Yes","1","2190"
"2018 Primary Election","White","White","White","Locality","Judge Of The White Circuit Court, 39th Judicial Circuit","Judge, Circuit Court","130","Robert J. Little","Republican","No","1","2072"
"2018 Primary Election","Bartholomew","Bartholomew","Bartholomew","Locality","Judge Of The Bartholomew Superior Court, No. 1","Judge, Superior Court","140","James ""Jim"" Worton","Republican","Yes","1","7966"
"2018 Primary Election","Cass","Cass","Cass","Locality","Judge Of The Cass Superior Court, No. 2","Judge, Superior Court","140","Rick Maughmer","Republican","Yes","1","4412"
"2018 Primary Election","Clay","Clay","Clay","Locality","Judge Of The Clay Superior Court","Judge, Superior Court","140","Jason D. Brown","Democratic","Yes","1","920"
"2018 Primary Election","Clay","Clay","Clay","Locality","Judge Of The Clay Superior Court","Judge, Superior Court","140","Robert Alex Pell","Republican","Yes","1","2529"
"2018 Primary Election","Dearborn","Dearborn","Dearborn","Locality","Judge Of The Dearborn Superior Court, No. 2","Judge, Superior Court","140","Sally A. Mclaughlin","Republican","Yes","1","4601"
"2018 Primary Election","Dekalb","Dekalb","Dekalb","Locality","Judge Of The Dekalb Superior Court, No. 2","Judge, Superior Court","140","Monte L. Brown","Republican","Yes","1","4481"
"2018 Primary Election","Elkhart","Elkhart","Elkhart","Locality","Judge Of The Elkhart Superior Court, No. 2","Judge, Superior Court","140","Stephen R. Bowers","Republican","Yes","1","13942"
"2018 Primary Election","Elkhart","Elkhart","Elkhart","Locality","Judge Of The Elkhart Superior Court, No. 6","Judge, Superior Court","140","David C. Bonfiglio","Republican","Yes","1","13789"
"2018 Primary Election","Fulton","Fulton","Fulton","Locality","Judge Of The Fulton Superior Court","Judge, Superior Court","140","Danny Saiz","Democratic","Yes","1","533"
"2018 Primary Election","Fulton","Fulton","Fulton","Locality","Judge Of The Fulton Superior Court","Judge, Superior Court","140","Gregory L. Heller","Republican","Yes","1","1834"
"2018 Primary Election","Grant","Grant","Grant","Locality","Judge Of The Grant Superior Court, No. 2","Judge, Superior Court","140","Dana J. Kenworthy","Republican","Yes","1","6097"
"2018 Primary Election","Hamilton","Hamilton","Hamilton","Locality","Judge Of The Hamilton Superior Court, No. 1","Judge, Superior Court","140","Jeffrey M. Heinzmann","Republican","No","1","7888"
"2018 Primary Election","Hamilton","Hamilton","Hamilton","Locality","Judge Of The Hamilton Superior Court, No. 1","Judge, Superior Court","140","Michael A. Casati","Republican","Yes","1","12269"
